year,sector,fuel,energy_PJ,state
2014,Mining,Electricity,97.797,Australia
2014,Mining,Renewables,3.16,Australia
2014,"Food, beverage, textiles",Coal,7.656,Australia
2014,"Food, beverage, textiles",Gas,41.498,Australia
2014,"Food, beverage, textiles",Oil,6.377,Australia
2014,"Food, beverage, textiles",Electricity,25.632,Australia
2014,"Food, beverage, textiles",Renewables,91.559,Australia
2014,"Wood, paper and printing",Coal,3.038,Australia
2014,"Wood, paper and printing",Gas,18.004,Australia
2014,"Wood, paper and printing",Oil,2.645,Australia
2014,"Wood, paper and printing",Electricity,17.287,Australia
2014,"Wood, paper and printing",Renewables,28.227,Australia
2014,Chemical,Coal,6.913,Australia
2014,Chemical,Gas,74.481,Australia
2014,Chemical,Oil,61.599,Australia
2014,Chemical,Electricity,14.803,Australia
2014,Chemical,Renewables,0.773,Australia
2014,Iron and steel,Coal,5.456,Australia
2014,Iron and steel,Gas,9.378,Australia
2014,Iron and steel,Oil,0.217,Australia
2014,Iron and steel,Electricity,12.003,Australia
2014,Iron and steel,Renewables,,Australia
2014,Non-ferrous metals,Coal,58.883,Australia
2014,Non-ferrous metals,Gas,131.525,Australia
2014,Non-ferrous metals,Oil,40.135,Australia
2014,Non-ferrous metals,Electricity,116.12,Australia
2014,Non-ferrous metals,Renewables,2.174,Australia
2014,Other industry,Coal,21.021,Australia
2014,Other industry,Gas,59.496,Australia
2014,Other industry,Oil,10.35,Australia
2014,Other industry,Electricity,25.354,Australia
2014,Other industry,Renewables,2.467,Australia
2014,Total Manufacturing,Coal,102.968,Australia
2014,Total Manufacturing,Gas,334.383,Australia
2014,Total Manufacturing,Oil,121.324,Australia
2014,Total Manufacturing,Electricity,211.198,Australia
2014,Total Manufacturing,Renewables,125.2,Australia
2014,Water and waste b,Coal,0.144,Australia
2014,Water and waste b,Gas,1.396,Australia
2014,Water and waste b,Oil,0.943,Australia
2014,Water and waste b,Electricity,10.068,Australia
2014,Water and waste b,Renewables,1.663,Australia
2014,Construction,Coal,,Australia
2014,Construction,Gas,2.903,Australia
2014,Construction,Oil,25.777,Australia
2014,Construction,Electricity,7.912,Australia
2014,Construction,Renewables,0.004,Australia
2014,Road transport,Coal,,Australia
2014,Road transport,Gas,4.032,Australia
2014,Road transport,Oil,1168.928,Australia
2014,Road transport,Electricity,0.021,Australia
2014,Road transport,Renewables,6.286,Australia
2014,Rail transport,Coal,0.016,Australia
2014,Rail transport,Gas,0.037,Australia
2014,Rail transport,Oil,46.532,Australia
2014,Rail transport,Electricity,11.457,Australia
2014,Rail transport,Renewables,0.004,Australia
2014,Air transport c,Coal,,Australia
2014,Air transport c,Gas,,Australia
2014,Air transport c,Oil,301.913,Australia
2014,Air transport c,Electricity,,Australia
2014,Air transport c,Renewables,,Australia
2014,Water transport d,Coal,0,Australia
2014,Water transport d,Gas,0.1,Australia
2014,Water transport d,Oil,55.228,Australia
2014,Water transport d,Electricity,,Australia
2014,Water transport d,Renewables,,Australia
2014,Other transport,Coal,0,Australia
2014,Other transport,Gas,0.393,Australia
2014,Other transport,Oil,8.059,Australia
2014,Other transport,Electricity,8.807,Australia
2014,Other transport,Renewables,0.081,Australia
2014,Total Transport,Coal,0.016,Australia
2014,Total Transport,Gas,4.561,Australia
2014,Total Transport,Oil,1580.661,Australia
2014,Total Transport,Electricity,20.285,Australia
2014,Total Transport,Renewables,6.372,Australia
2014,Commercial and services,Coal,0.151,Australia
2014,Commercial and services,Gas,43.688,Australia
2014,Commercial and services,Oil,32.063,Australia
2014,Commercial and services,Electricity,242.559,Australia
2014,Commercial and services,Renewables,1.3,Australia
2014,Residential,Coal,0.016,Australia
2014,Residential,Gas,160.598,Australia
2014,Residential,Oil,16.054,Australia
2014,Residential,Electricity,202.797,Australia
2014,Residential,Renewables,64.286,Australia
2014,"Lubricants, bitumen, solvents",Coal,,Australia
2014,"Lubricants, bitumen, solvents",Gas,,Australia
2014,"Lubricants, bitumen, solvents",Oil,45.59,Australia
2014,"Lubricants, bitumen, solvents",Electricity,,Australia
2014,"Lubricants, bitumen, solvents",Renewables,,Australia
2014,Total final consumption,Coal,105.818,Australia
2014,Total final consumption,Gas,627.812,Australia
2014,Total final consumption,Oil,2127.465,Australia
2014,Total final consumption,Electricity,801.093,Australia
2014,Total final consumption,Renewables,201.985,Australia
2015,Agriculture,Coal,,Australia
2015,Agriculture,Gas,1.298,Australia
2015,Agriculture,Oil,100.446,Australia
2015,Agriculture,Electricity,8.012,Australia
2015,Agriculture,Renewables,,Australia
2015,Mining,Coal,4.914,Australia
2015,Mining,Gas,78.053,Australia
2015,Mining,Oil,210.703,Australia
2015,Mining,Electricity,108.06,Australia
2015,Mining,Renewables,0.191,Australia
2015,"Food, beverage, textiles",Coal,7.867,Australia
2015,"Food, beverage, textiles",Gas,40.474,Australia
2015,"Food, beverage, textiles",Oil,6.209,Australia
2015,"Food, beverage, textiles",Electricity,25.523,Australia
2015,"Food, beverage, textiles",Renewables,88.817,Australia
2015,"Wood, paper and printing",Coal,2.989,Australia
2015,"Wood, paper and printing",Gas,17.601,Australia
2015,"Wood, paper and printing",Oil,2.58,Australia
2015,"Wood, paper and printing",Electricity,17.595,Australia
2015,"Wood, paper and printing",Renewables,29.514,Australia
2015,Chemical,Coal,6.13,Australia
2015,Chemical,Gas,67.04,Australia
2015,Chemical,Oil,53.116,Australia
2015,Chemical,Electricity,14.508,Australia
2015,Chemical,Renewables,0.716,Australia
2015,Iron and steel,Coal,4.178,Australia
2015,Iron and steel,Gas,9.498,Australia
2015,Iron and steel,Oil,0.148,Australia
2015,Iron and steel,Electricity,11.589,Australia
2015,Iron and steel,Renewables,,Australia
2015,Non-ferrous metals,Coal,65.834,Australia
2015,Non-ferrous metals,Gas,127.453,Australia
2015,Non-ferrous metals,Oil,35.261,Australia
2015,Non-ferrous metals,Electricity,117.917,Australia
2015,Non-ferrous metals,Renewables,2.158,Australia
2015,Other industry,Coal,19.641,Australia
2015,Other industry,Gas,59.351,Australia
2015,Other industry,Oil,10.459,Australia
2015,Other industry,Electricity,25.029,Australia
2015,Other industry,Renewables,3.195,Australia
2015,Total Manufacturing,Coal,106.64,Australia
2015,Total Manufacturing,Gas,321.418,Australia
2015,Total Manufacturing,Oil,107.774,Australia
2015,Total Manufacturing,Electricity,212.161,Australia
2015,Total Manufacturing,Renewables,124.4,Australia
2015,Water and waste b,Coal,0.191,Australia
2015,Water and waste b,Gas,1.203,Australia
2015,Water and waste b,Oil,0.994,Australia
2015,Water and waste b,Electricity,11.598,Australia
2015,Water and waste b,Renewables,0.485,Australia
2015,Construction,Coal,,Australia
2015,Construction,Gas,2.906,Australia
2015,Construction,Oil,27.716,Australia
2015,Construction,Electricity,8.682,Australia
2015,Construction,Renewables,0.001,Australia
2015,Road transport,Coal,,Australia
2015,Road transport,Gas,4.333,Australia
2015,Road transport,Oil,1179.58,Australia
2015,Road transport,Electricity,0.034,Australia
2015,Road transport,Renewables,5.843,Australia
2015,Rail transport,Coal,0.003,Australia
2015,Rail transport,Gas,0.032,Australia
2015,Rail transport,Oil,47.913,Australia
2015,Rail transport,Electricity,12.401,Australia
2015,Rail transport,Renewables,0.011,Australia
2015,Air transport c,Coal,,Australia
2015,Air transport c,Gas,,Australia
2015,Air transport c,Oil,315.635,Australia
2015,Air transport c,Electricity,,Australia
2015,Air transport c,Renewables,,Australia
2015,Water transport d,Coal,0,Australia
2015,Water transport d,Gas,0.143,Australia
2015,Water transport d,Oil,57.796,Australia
2015,Water transport d,Electricity,,Australia
2015,Water transport d,Renewables,,Australia
2015,Other transport,Coal,0,Australia
2015,Other transport,Gas,0.409,Australia
2015,Other transport,Oil,8.907,Australia
2015,Other transport,Electricity,9.176,Australia
2015,Other transport,Renewables,0.052,Australia
2015,Total Transport,Coal,0.003,Australia
2015,Total Transport,Gas,4.917,Australia
2015,Total Transport,Oil,1609.831,Australia
2015,Total Transport,Electricity,21.61,Australia
2015,Total Transport,Renewables,5.906,Australia
2015,Commercial and services,Coal,0.135,Australia
2015,Commercial and services,Gas,43.193,Australia
2015,Commercial and services,Oil,31.856,Australia
2015,Commercial and services,Electricity,238.087,Australia
2015,Commercial and services,Renewables,0.794,Australia
2015,Residential,Coal,0.016,Australia
2015,Residential,Gas,155.258,Australia
2015,Residential,Oil,17.557,Australia
2015,Residential,Electricity,207.76,Australia
2015,Residential,Renewables,63.682,Australia
2015,"Lubricants, bitumen, solvents",Coal,,Australia
2015,"Lubricants, bitumen, solvents",Gas,,Australia
2015,"Lubricants, bitumen, solvents",Oil,48.825,Australia
2015,"Lubricants, bitumen, solvents",Electricity,,Australia
2015,"Lubricants, bitumen, solvents",Renewables,,Australia
2015,Total final consumption,Coal,111.899,Australia
2015,Total final consumption,Gas,608.246,Australia
2015,Total final consumption,Oil,2155.702,Australia
2015,Total final consumption,Electricity,815.969,Australia
2015,Total final consumption,Renewables,195.459,Australia
2016,Agriculture,Coal,,Australia
2016,Agriculture,Gas,1.136,Australia
2016,Agriculture,Oil,108.059,Australia
2016,Agriculture,Electricity,7.101,Australia
2016,Agriculture,Renewables,,Australia
2016,Mining,Coal,5.188,Australia
2016,Mining,Gas,71.303,Australia
2016,Mining,Oil,223.584,Australia
2016,Mining,Electricity,115.198,Australia
2016,Mining,Renewables,0.162,Australia
2016,"Food, beverage, textiles",Coal,7.444,Australia
2016,"Food, beverage, textiles",Gas,38.348,Australia
2016,"Food, beverage, textiles",Oil,5.734,Australia
2016,"Food, beverage, textiles",Electricity,23.933,Australia
2016,"Food, beverage, textiles",Renewables,97.365,Australia
2016,"Wood, paper and printing",Coal,2.926,Australia
2016,"Wood, paper and printing",Gas,16.948,Australia
2016,"Wood, paper and printing",Oil,2.714,Australia
2016,"Wood, paper and printing",Electricity,17.211,Australia
2016,"Wood, paper and printing",Renewables,30.547,Australia
2016,Chemical,Coal,6.406,Australia
2016,Chemical,Gas,66.473,Australia
2016,Chemical,Oil,50.023,Australia
2016,Chemical,Electricity,14.524,Australia
2016,Chemical,Renewables,0.658,Australia
2016,Iron and steel,Coal,4.776,Australia
2016,Iron and steel,Gas,8.761,Australia
2016,Iron and steel,Oil,0.087,Australia
2016,Iron and steel,Electricity,12.297,Australia
2016,Iron and steel,Renewables,,Australia
2016,Non-ferrous metals,Coal,66.631,Australia
2016,Non-ferrous metals,Gas,126.149,Australia
2016,Non-ferrous metals,Oil,29.95,Australia
2016,Non-ferrous metals,Electricity,110.502,Australia
2016,Non-ferrous metals,Renewables,2.99,Australia
2016,Other industry,Coal,20.414,Australia
2016,Other industry,Gas,54.577,Australia
2016,Other industry,Oil,8.433,Australia
2016,Other industry,Electricity,23.005,Australia
2016,Other industry,Renewables,3.048,Australia
2016,Total Manufacturing,Coal,108.597,Australia
2016,Total Manufacturing,Gas,311.256,Australia
2016,Total Manufacturing,Oil,96.941,Australia
2016,Total Manufacturing,Electricity,201.472,Australia
2016,Total Manufacturing,Renewables,134.607,Australia
2016,Water and waste b,Coal,0.402,Australia
2016,Water and waste b,Gas,1.375,Australia
2016,Water and waste b,Oil,1.046,Australia
2016,Water and waste b,Electricity,11.044,Australia
2016,Water and waste b,Renewables,0.573,Australia
2016,Construction,Coal,,Australia
2016,Construction,Gas,2.914,Australia
2016,Construction,Oil,29.013,Australia
2016,Construction,Electricity,7.949,Australia
2016,Construction,Renewables,0.01,Australia
2016,Road transport,Coal,,Australia
2016,Road transport,Gas,3.898,Australia
2016,Road transport,Oil,1194.63,Australia
2016,Road transport,Electricity,0.046,Australia
2016,Road transport,Renewables,5.677,Australia
2016,Rail transport,Coal,0.012,Australia
2016,Rail transport,Gas,0.026,Australia
2016,Rail transport,Oil,49.998,Australia
2016,Rail transport,Electricity,11.692,Australia
2016,Rail transport,Renewables,0,Australia
2016,Air transport c,Coal,,Australia
2016,Air transport c,Gas,,Australia
2016,Air transport c,Oil,330.741,Australia
2016,Air transport c,Electricity,,Australia
2016,Air transport c,Renewables,,Australia
2016,Water transport d,Coal,0,Australia
2016,Water transport d,Gas,0.15,Australia
2016,Water transport d,Oil,61.865,Australia
2016,Water transport d,Electricity,,Australia
2016,Water transport d,Renewables,,Australia
2016,Other transport,Coal,0,Australia
2016,Other transport,Gas,0.457,Australia
2016,Other transport,Oil,8.566,Australia
2016,Other transport,Electricity,9.337,Australia
2016,Other transport,Renewables,0.002,Australia
2016,Total Transport,Coal,0.012,Australia
2016,Total Transport,Gas,4.531,Australia
2016,Total Transport,Oil,1645.8,Australia
2016,Total Transport,Electricity,21.075,Australia
2016,Total Transport,Renewables,5.679,Australia
2016,Commercial and services,Coal,0.131,Australia
2016,Commercial and services,Gas,43.454,Australia
2016,Commercial and services,Oil,33.007,Australia
2016,Commercial and services,Electricity,237.279,Australia
2016,Commercial and services,Renewables,0.709,Australia
2016,Residential,Coal,0.016,Australia
2016,Residential,Gas,160.756,Australia
2016,Residential,Oil,15.435,Australia
2016,Residential,Electricity,213.327,Australia
2016,Residential,Renewables,64.1,Australia
2016,"Lubricants, bitumen, solvents",Coal,,Australia
2016,"Lubricants, bitumen, solvents",Gas,,Australia
2016,"Lubricants, bitumen, solvents",Oil,46.011,Australia
2016,"Lubricants, bitumen, solvents",Electricity,,Australia
2016,"Lubricants, bitumen, solvents",Renewables,,Australia
2016,Total final consumption,Coal,114.346,Australia
2016,Total final consumption,Gas,596.725,Australia
2016,Total final consumption,Oil,2198.894,Australia
2016,Total final consumption,Electricity,814.444,Australia
2016,Total final consumption,Renewables,205.84,Australia
2017,Agriculture,Coal,,Australia
2017,Agriculture,Gas,1.162,Australia
2017,Agriculture,Oil,108.772,Australia
2017,Agriculture,Electricity,7.636,Australia
2017,Agriculture,Renewables,,Australia
2017,Mining,Coal,5.303,Australia
2017,Mining,Gas,78.82,Australia
2017,Mining,Oil,240.675,Australia
2017,Mining,Electricity,119.38,Australia
2017,Mining,Renewables,0.037,Australia
2017,"Food, beverage, textiles",Coal,6.936,Australia
2017,"Food, beverage, textiles",Gas,38.969,Australia
2017,"Food, beverage, textiles",Oil,6.109,Australia
2017,"Food, beverage, textiles",Electricity,23.352,Australia
2017,"Food, beverage, textiles",Renewables,86.205,Australia
2017,"Wood, paper and printing",Coal,2.944,Australia
2017,"Wood, paper and printing",Gas,18.769,Australia
2017,"Wood, paper and printing",Oil,2.873,Australia
2017,"Wood, paper and printing",Electricity,17.496,Australia
2017,"Wood, paper and printing",Renewables,28.741,Australia
2017,Chemical,Coal,6.331,Australia
2017,Chemical,Gas,63.766,Australia
2017,Chemical,Oil,50.929,Australia
2017,Chemical,Electricity,14.164,Australia
2017,Chemical,Renewables,0.669,Australia
2017,Iron and steel,Coal,5.213,Australia
2017,Iron and steel,Gas,9.562,Australia
2017,Iron and steel,Oil,0.877,Australia
2017,Iron and steel,Electricity,12.852,Australia
2017,Iron and steel,Renewables,,Australia
2017,Non-ferrous metals,Coal,66.631,Australia
2017,Non-ferrous metals,Gas,125.052,Australia
2017,Non-ferrous metals,Oil,30.444,Australia
2017,Non-ferrous metals,Electricity,112.628,Australia
2017,Non-ferrous metals,Renewables,2.13,Australia
2017,Other industry,Coal,19.726,Australia
2017,Other industry,Gas,54.082,Australia
2017,Other industry,Oil,8.85,Australia
2017,Other industry,Electricity,21.865,Australia
2017,Other industry,Renewables,3.295,Australia
2017,Total Manufacturing,Coal,107.782,Australia
2017,Total Manufacturing,Gas,310.201,Australia
2017,Total Manufacturing,Oil,100.081,Australia
2017,Total Manufacturing,Electricity,202.357,Australia
2017,Total Manufacturing,Renewables,121.04,Australia
2017,Water and waste b,Coal,0.38,Australia
2017,Water and waste b,Gas,0.943,Australia
2017,Water and waste b,Oil,1.468,Australia
2017,Water and waste b,Electricity,11.881,Australia
2017,Water and waste b,Renewables,0.483,Australia
2017,Construction,Coal,,Australia
2017,Construction,Gas,3.329,Australia
2017,Construction,Oil,31.747,Australia
2017,Construction,Electricity,8.34,Australia
2017,Construction,Renewables,0.002,Australia
2017,Road transport,Coal,,Australia
2017,Road transport,Gas,3.626,Australia
2017,Road transport,Oil,1220.181,Australia
2017,Road transport,Electricity,0.065,Australia
2017,Road transport,Renewables,6.148,Australia
2017,Rail transport,Coal,0,Australia
2017,Rail transport,Gas,0.047,Australia
2017,Rail transport,Oil,51.1,Australia
2017,Rail transport,Electricity,11.643,Australia
2017,Rail transport,Renewables,0,Australia
2017,Air transport c,Coal,,Australia
2017,Air transport c,Gas,,Australia
2017,Air transport c,Oil,344.903,Australia
2017,Air transport c,Electricity,,Australia
2017,Air transport c,Renewables,,Australia
2017,Water transport d,Coal,0,Australia
2017,Water transport d,Gas,0.15,Australia
2017,Water transport d,Oil,62.759,Australia
2017,Water transport d,Electricity,,Australia
2017,Water transport d,Renewables,,Australia
2017,Other transport,Coal,0,Australia
2017,Other transport,Gas,0.471,Australia
2017,Other transport,Oil,8.412,Australia
2017,Other transport,Electricity,9.528,Australia
2017,Other transport,Renewables,0.003,Australia
2017,Total Transport,Coal,0,Australia
2017,Total Transport,Gas,4.293,Australia
2017,Total Transport,Oil,1687.356,Australia
2017,Total Transport,Electricity,21.236,Australia
2017,Total Transport,Renewables,6.151,Australia
2017,Commercial and services,Coal,0.133,Australia
2017,Commercial and services,Gas,44.626,Australia
2017,Commercial and services,Oil,32.831,Australia
2017,Commercial and services,Electricity,240.894,Australia
2017,Commercial and services,Renewables,0.736,Australia
2017,Residential,Coal,0.016,Australia
2017,Residential,Gas,156.91,Australia
2017,Residential,Oil,15.537,Australia
2017,Residential,Electricity,212.103,Australia
2017,Residential,Renewables,64.436,Australia
2017,"Lubricants, bitumen, solvents",Coal,,Australia
2017,"Lubricants, bitumen, solvents",Gas,,Australia
2017,"Lubricants, bitumen, solvents",Oil,49.912,Australia
2017,"Lubricants, bitumen, solvents",Electricity,,Australia
2017,"Lubricants, bitumen, solvents",Renewables,,Australia
2017,Total final consumption,Coal,113.614,Australia
2017,Total final consumption,Gas,600.283,Australia
2017,Total final consumption,Oil,2268.38,Australia
2017,Total final consumption,Electricity,823.827,Australia
2017,Total final consumption,Renewables,192.886,Australia
2018,Agriculture,Coal,,Australia
2018,Agriculture,Gas,1.346,Australia
2018,Agriculture,Oil,89.668,Australia
2018,Agriculture,Electricity,7.828,Australia
2018,Agriculture,Renewables,,Australia
2018,Mining,Coal,5.423,Australia
2018,Mining,Gas,66.141,Australia
2018,Mining,Oil,263.784,Australia
2018,Mining,Electricity,125.368,Australia
2018,Mining,Renewables,0.037,Australia
2018,"Food, beverage, textiles",Coal,7.409,Australia
2018,"Food, beverage, textiles",Gas,37.741,Australia
2018,"Food, beverage, textiles",Oil,6.185,Australia
2018,"Food, beverage, textiles",Electricity,22.359,Australia
2018,"Food, beverage, textiles",Renewables,79.674,Australia
2018,"Wood, paper and printing",Coal,2.766,Australia
2018,"Wood, paper and printing",Gas,18.341,Australia
2018,"Wood, paper and printing",Oil,2.696,Australia
2018,"Wood, paper and printing",Electricity,16.509,Australia
2018,"Wood, paper and printing",Renewables,26.686,Australia
2018,Chemical,Coal,6.639,Australia
2018,Chemical,Gas,62.849,Australia
2018,Chemical,Oil,51.914,Australia
2018,Chemical,Electricity,14.06,Australia
2018,Chemical,Renewables,0.665,Australia
2018,Iron and steel,Coal,4.703,Australia
2018,Iron and steel,Gas,9.247,Australia
2018,Iron and steel,Oil,0.551,Australia
2018,Iron and steel,Electricity,12.458,Australia
2018,Iron and steel,Renewables,,Australia
2018,Non-ferrous metals,Coal,64.52,Australia
2018,Non-ferrous metals,Gas,123.297,Australia
2018,Non-ferrous metals,Oil,31.411,Australia
2018,Non-ferrous metals,Electricity,111.991,Australia
2018,Non-ferrous metals,Renewables,2.267,Australia
2018,Other industry,Coal,18.596,Australia
2018,Other industry,Gas,53.634,Australia
2018,Other industry,Oil,9.258,Australia
2018,Other industry,Electricity,21.29,Australia
2018,Other industry,Renewables,3.83,Australia
2018,Total Manufacturing,Coal,104.633,Australia
2018,Total Manufacturing,Gas,305.109,Australia
2018,Total Manufacturing,Oil,102.016,Australia
2018,Total Manufacturing,Electricity,198.666,Australia
2018,Total Manufacturing,Renewables,113.122,Australia
2018,Water and waste b,Coal,0.462,Australia
2018,Water and waste b,Gas,1.156,Australia
2018,Water and waste b,Oil,1.36,Australia
2018,Water and waste b,Electricity,13.079,Australia
2018,Water and waste b,Renewables,0.437,Australia
2018,Construction,Coal,0,Australia
2018,Construction,Gas,2.835,Australia
2018,Construction,Oil,31.867,Australia
2018,Construction,Electricity,8.125,Australia
2018,Construction,Renewables,0.006,Australia
2018,Road transport,Coal,,Australia
2018,Road transport,Gas,3.471,Australia
2018,Road transport,Oil,1223.872,Australia
2018,Road transport,Electricity,0.087,Australia
2018,Road transport,Renewables,6.275,Australia
2018,Rail transport,Coal,0,Australia
2018,Rail transport,Gas,0.052,Australia
2018,Rail transport,Oil,51.121,Australia
2018,Rail transport,Electricity,11.665,Australia
2018,Rail transport,Renewables,0,Australia
2018,Air transport c,Coal,,Australia
2018,Air transport c,Gas,,Australia
2018,Air transport c,Oil,349.396,Australia
2018,Air transport c,Electricity,,Australia
2018,Air transport c,Renewables,,Australia
2018,Water transport d,Coal,0,Australia
2018,Water transport d,Gas,0.159,Australia
2018,Water transport d,Oil,63.079,Australia
2018,Water transport d,Electricity,,Australia
2018,Water transport d,Renewables,,Australia
2018,Other transport,Coal,0,Australia
2018,Other transport,Gas,0.476,Australia
2018,Other transport,Oil,8.862,Australia
2018,Other transport,Electricity,9.979,Australia
2018,Other transport,Renewables,0.015,Australia
2018,Total Transport,Coal,0,Australia
2018,Total Transport,Gas,4.157,Australia
2018,Total Transport,Oil,1696.329,Australia
2018,Total Transport,Electricity,21.731,Australia
2018,Total Transport,Renewables,6.291,Australia
2018,Commercial and services,Coal,0.145,Australia
2018,Commercial and services,Gas,44.527,Australia
2018,Commercial and services,Oil,28.867,Australia
2018,Commercial and services,Electricity,236.549,Australia
2018,Commercial and services,Renewables,0.626,Australia
2018,Residential,Coal,0,Australia
2018,Residential,Gas,157.902,Australia
2018,Residential,Oil,16.023,Australia
2018,Residential,Electricity,218.346,Australia
2018,Residential,Renewables,64.731,Australia
2018,"Lubricants, bitumen, solvents",Coal,,Australia
2018,"Lubricants, bitumen, solvents",Gas,,Australia
2018,"Lubricants, bitumen, solvents",Oil,49.199,Australia
2018,"Lubricants, bitumen, solvents",Electricity,,Australia
2018,"Lubricants, bitumen, solvents",Renewables,,Australia
2018,Total final consumption,Coal,110.663,Australia
2018,Total final consumption,Gas,583.174,Australia
2018,Total final consumption,Oil,2279.114,Australia
2018,Total final consumption,Electricity,829.692,Australia
2018,Total final consumption,Renewables,185.25,Australia
2019,Agriculture,Coal,,Australia
2019,Agriculture,Gas,1.171,Australia
2019,Agriculture,Oil,79.503,Australia
2019,Agriculture,Electricity,7.32,Australia
2019,Agriculture,Renewables,,Australia
2019,Mining,Coal,4.97,Australia
2019,Mining,Gas,66.062,Australia
2019,Mining,Oil,276.224,Australia
2019,Mining,Electricity,128.3,Australia
2019,Mining,Renewables,0.048,Australia
2019,"Food, beverage, textiles",Coal,7.073,Australia
2019,"Food, beverage, textiles",Gas,37.452,Australia
2019,"Food, beverage, textiles",Oil,5.489,Australia
2019,"Food, beverage, textiles",Electricity,22.195,Australia
2019,"Food, beverage, textiles",Renewables,73.933,Australia
2019,"Wood, paper and printing",Coal,2.693,Australia
2019,"Wood, paper and printing",Gas,16.813,Australia
2019,"Wood, paper and printing",Oil,2.652,Australia
2019,"Wood, paper and printing",Electricity,14.762,Australia
2019,"Wood, paper and printing",Renewables,26.738,Australia
2019,Chemical,Coal,6.672,Australia
2019,Chemical,Gas,64.2,Australia
2019,Chemical,Oil,51.666,Australia
2019,Chemical,Electricity,13.801,Australia
2019,Chemical,Renewables,0.653,Australia
2019,Iron and steel,Coal,3.416,Australia
2019,Iron and steel,Gas,9.681,Australia
2019,Iron and steel,Oil,0.959,Australia
2019,Iron and steel,Electricity,11.755,Australia
2019,Iron and steel,Renewables,,Australia
2019,Non-ferrous metals,Coal,59.344,Australia
2019,Non-ferrous metals,Gas,127.641,Australia
2019,Non-ferrous metals,Oil,31.141,Australia
2019,Non-ferrous metals,Electricity,111.445,Australia
2019,Non-ferrous metals,Renewables,1.013,Australia
2019,Other industry,Coal,17.942,Australia
2019,Other industry,Gas,50.624,Australia
2019,Other industry,Oil,8.794,Australia
2019,Other industry,Electricity,20.037,Australia
2019,Other industry,Renewables,3.411,Australia
2019,Total Manufacturing,Coal,97.14,Australia
2019,Total Manufacturing,Gas,306.412,Australia
2019,Total Manufacturing,Oil,100.702,Australia
2019,Total Manufacturing,Electricity,193.996,Australia
2019,Total Manufacturing,Renewables,105.749,Australia
2019,Water and waste b,Coal,0,Australia
2019,Water and waste b,Gas,1.587,Australia
2019,Water and waste b,Oil,1.433,Australia
2019,Water and waste b,Electricity,16.767,Australia
2019,Water and waste b,Renewables,0.308,Australia
2019,Construction,Coal,0,Australia
2019,Construction,Gas,2.817,Australia
2019,Construction,Oil,29.613,Australia
2019,Construction,Electricity,7.991,Australia
2019,Construction,Renewables,0.013,Australia
2019,Road transport,Coal,,Australia
2019,Road transport,Gas,3.273,Australia
2019,Road transport,Oil,1149.203,Australia
2019,Road transport,Electricity,0.143,Australia
2019,Road transport,Renewables,5.484,Australia
2019,Rail transport,Coal,0,Australia
2019,Rail transport,Gas,0.054,Australia
2019,Rail transport,Oil,50.189,Australia
2019,Rail transport,Electricity,11.775,Australia
2019,Rail transport,Renewables,0,Australia
2019,Air transport c,Coal,,Australia
2019,Air transport c,Gas,,Australia
2019,Air transport c,Oil,272.578,Australia
2019,Air transport c,Electricity,,Australia
2019,Air transport c,Renewables,,Australia
2019,Water transport d,Coal,0,Australia
2019,Water transport d,Gas,0.164,Australia
2019,Water transport d,Oil,60.454,Australia
2019,Water transport d,Electricity,,Australia
2019,Water transport d,Renewables,,Australia
2019,Other transport,Coal,0,Australia
2019,Other transport,Gas,0.424,Australia
2019,Other transport,Oil,7.555,Australia
2019,Other transport,Electricity,10.12,Australia
2019,Other transport,Renewables,0.054,Australia
2019,Total Transport,Coal,0,Australia
2019,Total Transport,Gas,3.914,Australia
2019,Total Transport,Oil,1539.979,Australia
2019,Total Transport,Electricity,22.038,Australia
2019,Total Transport,Renewables,5.537,Australia
2019,Commercial and services,Coal,0.144,Australia
2019,Commercial and services,Gas,41.567,Australia
2019,Commercial and services,Oil,29.15,Australia
2019,Commercial and services,Electricity,226.536,Australia
2019,Commercial and services,Renewables,0.61,Australia
2019,Residential,Coal,0,Australia
2019,Residential,Gas,167.039,Australia
2019,Residential,Oil,15.474,Australia
2019,Residential,Electricity,226.831,Australia
2019,Residential,Renewables,65.129,Australia
2019,"Lubricants, bitumen, solvents",Coal,,Australia
2019,"Lubricants, bitumen, solvents",Gas,,Australia
2019,"Lubricants, bitumen, solvents",Oil,50.507,Australia
2019,"Lubricants, bitumen, solvents",Electricity,,Australia
2019,"Lubricants, bitumen, solvents",Renewables,,Australia
2019,Total final consumption,Coal,102.254,Australia
2019,Total final consumption,Gas,590.569,Australia
2019,Total final consumption,Oil,2122.585,Australia
2019,Total final consumption,Electricity,829.779,Australia
2019,Total final consumption,Renewables,177.394,Australia
2020,Agriculture,Coal,,Australia
2020,Agriculture,Gas,1.23,Australia
2020,Agriculture,Oil,110.016,Australia
2020,Agriculture,Electricity,7.461,Australia
2020,Agriculture,Renewables,,Australia
2020,Mining,Coal,3.914,Australia
2020,Mining,Gas,68.409,Australia
2020,Mining,Oil,280.738,Australia
2020,Mining,Electricity,130.736,Australia
2020,Mining,Renewables,0.053,Australia
2020,"Food, beverage, textiles",Coal,6.459,Australia
2020,"Food, beverage, textiles",Gas,37.617,Australia
2020,"Food, beverage, textiles",Oil,5.7,Australia
