year,sector,fuel,energy_PJ,state
2008,Agriculture,Gas,0.12,Australia
2008,Agriculture,Oil,85.462,Australia
2008,Agriculture,Electricity,8.275,Australia
2008,Agriculture,Renewables,,Australia
2008,Mining,Coal,8.696,Australia
2008,Mining,Gas,61.712,Australia
2008,Mining,Oil,123.506,Australia
2008,Mining,Electricity,67.286,Australia
2008,Mining,Renewables,0.161,Australia
2008,"Food, beverage, textiles",Coal,14.682,Australia
2008,"Food, beverage, textiles",Gas,36.462,Australia
2008,"Food, beverage, textiles",Oil,6.609,Australia
2008,"Food, beverage, textiles",Electricity,21.612,Australia
2008,"Food, beverage, textiles",Renewables,49.761,Australia
2008,"Wood, paper and printing",Coal,4.821,Australia
2008,"Wood, paper and printing",Gas,16.737,Australia
2008,"Wood, paper and printing",Oil,0.533,Australia
2008,"Wood, paper and printing",Electricity,17.532,Australia
2008,"Wood, paper and printing",Renewables,20.896,Australia
2008,Chemical,Coal,7.306,Australia
2008,Chemical,Gas,64.09,Australia
2008,Chemical,Oil,58.713,Australia
2008,Chemical,Electricity,16.945,Australia
2008,Chemical,Renewables,0.407,Australia
2008,Iron and steel,Coal,5.558,Australia
2008,Iron and steel,Gas,15.204,Australia
2008,Iron and steel,Oil,0.621,Australia
2008,Iron and steel,Electricity,12.463,Australia
2008,Iron and steel,Renewables,,Australia
2008,Non-ferrous metals,Coal,58.333,Australia
2008,Non-ferrous metals,Gas,130.736,Australia
2008,Non-ferrous metals,Oil,54.037,Australia
2008,Non-ferrous metals,Electricity,144.306,Australia
2008,Non-ferrous metals,Renewables,2.231,Australia
2008,Other industry,Coal,27.933,Australia
2008,Other industry,Gas,69.7,Australia
2008,Other industry,Oil,12.842,Australia
2008,Other industry,Electricity,32.42,Australia
2008,Other industry,Renewables,3.103,Australia
2008,Total Manufacturing,Coal,118.633,Australia
2008,Total Manufacturing,Gas,332.929,Australia
2008,Total Manufacturing,Oil,133.355,Australia
2008,Total Manufacturing,Electricity,245.277,Australia
2008,Total Manufacturing,Renewables,76.397,Australia
2008,Water and waste b,Coal,0,Australia
2008,Water and waste b,Gas,1.116,Australia
2008,Water and waste b,Oil,1.762,Australia
2008,Water and waste b,Electricity,10.439,Australia
2008,Water and waste b,Renewables,0.292,Australia
2008,Construction,Coal,,Australia
2008,Construction,Gas,3.051,Australia
2008,Construction,Oil,22.433,Australia
2008,Construction,Electricity,7.04,Australia
2008,Construction,Renewables,0,Australia
2008,Road transport,Coal,,Australia
2008,Road transport,Gas,2.017,Australia
2008,Road transport,Oil,1080.078,Australia
2008,Road transport,Electricity,0,Australia
2008,Road transport,Renewables,5.649,Australia
2008,Rail transport,Coal,0.027,Australia
2008,Rail transport,Gas,0.017,Australia
2008,Rail transport,Oil,34.679,Australia
2008,Rail transport,Electricity,7.255,Australia
2008,Rail transport,Renewables,0.002,Australia
2008,Air transport c,Coal,,Australia
2008,Air transport c,Gas,,Australia
2008,Air transport c,Oil,241.083,Australia
2008,Air transport c,Electricity,,Australia
2008,Air transport c,Renewables,,Australia
2008,Water transport d,Coal,4.84,Australia
2008,Water transport d,Gas,0.1,Australia
2008,Water transport d,Oil,62.33,Australia
2008,Water transport d,Electricity,,Australia
2008,Water transport d,Renewables,,Australia
2008,Other transport,Coal,0,Australia
2008,Other transport,Gas,0.677,Australia
2008,Other transport,Oil,4.675,Australia
2008,Other transport,Electricity,4.945,Australia
2008,Other transport,Renewables,0,Australia
2008,Total Transport,Coal,4.867,Australia
2008,Total Transport,Gas,2.811,Australia
2008,Total Transport,Oil,1422.844,Australia
2008,Total Transport,Electricity,12.2,Australia
2008,Total Transport,Renewables,5.651,Australia
2008,Commercial and services,Coal,1.658,Australia
2008,Commercial and services,Gas,45.479,Australia
2008,Commercial and services,Oil,26.385,Australia
2008,Commercial and services,Electricity,204.576,Australia
2008,Commercial and services,Renewables,0.58,Australia
2008,Residential,Coal,0.326,Australia
2008,Residential,Gas,141.117,Australia
2008,Residential,Oil,16.288,Australia
2008,Residential,Electricity,213.474,Australia
2008,Residential,Renewables,66.212,Australia
2008,"Lubricants, bitumen, solvents",Coal,,Australia
2008,"Lubricants, bitumen, solvents",Gas,,Australia
2008,"Lubricants, bitumen, solvents",Oil,63,Australia
2008,"Lubricants, bitumen, solvents",Electricity,,Australia
2008,"Lubricants, bitumen, solvents",Renewables,,Australia
2008,Total final consumption,Coal,134.18,Australia
2008,Total final consumption,Gas,588.334,Australia
2008,Total final consumption,Oil,1895.036,Australia
2008,Total final consumption,Electricity,768.567,Australia
2008,Total final consumption,Renewables,149.293,Australia
2009,Agriculture,Coal,,Australia
2009,Agriculture,Gas,0.123,Australia
2009,Agriculture,Oil,87.58,Australia
2009,Agriculture,Electricity,8.405,Australia
2009,Agriculture,Renewables,,Australia
2009,Mining,Coal,5.867,Australia
2009,Mining,Gas,64.142,Australia
2009,Mining,Oil,128.238,Australia
2009,Mining,Electricity,69.713,Australia
2009,Mining,Renewables,0.757,Australia
2009,"Food, beverage, textiles",Coal,14.13,Australia
2009,"Food, beverage, textiles",Gas,36.089,Australia
2009,"Food, beverage, textiles",Oil,6.201,Australia
2009,"Food, beverage, textiles",Electricity,21.863,Australia
2009,"Food, beverage, textiles",Renewables,79.112,Australia
2009,"Wood, paper and printing",Coal,4.254,Australia
2009,"Wood, paper and printing",Gas,16.98,Australia
2009,"Wood, paper and printing",Oil,0.521,Australia
2009,"Wood, paper and printing",Electricity,18.082,Australia
2009,"Wood, paper and printing",Renewables,22.689,Australia
2009,Chemical,Coal,7.281,Australia
2009,Chemical,Gas,64.438,Australia
2009,Chemical,Oil,61.983,Australia
2009,Chemical,Electricity,17.848,Australia
2009,Chemical,Renewables,2.195,Australia
2009,Iron and steel,Coal,5.58,Australia
2009,Iron and steel,Gas,13.432,Australia
2009,Iron and steel,Oil,0.338,Australia
2009,Iron and steel,Electricity,12.742,Australia
2009,Iron and steel,Renewables,,Australia
2009,Non-ferrous metals,Coal,53.893,Australia
2009,Non-ferrous metals,Gas,122.354,Australia
2009,Non-ferrous metals,Oil,54.748,Australia
2009,Non-ferrous metals,Electricity,150.49,Australia
2009,Non-ferrous metals,Renewables,1.684,Australia
2009,Other industry,Coal,26.723,Australia
2009,Other industry,Gas,71.172,Australia
2009,Other industry,Oil,15.078,Australia
2009,Other industry,Electricity,31.163,Australia
2009,Other industry,Renewables,2.968,Australia
2009,Total Manufacturing,Coal,111.862,Australia
2009,Total Manufacturing,Gas,324.465,Australia
2009,Total Manufacturing,Oil,138.868,Australia
2009,Total Manufacturing,Electricity,252.189,Australia
2009,Total Manufacturing,Renewables,108.648,Australia
2009,Water and waste b,Coal,0,Australia
2009,Water and waste b,Gas,0.845,Australia
2009,Water and waste b,Oil,1.9,Australia
2009,Water and waste b,Electricity,9.898,Australia
2009,Water and waste b,Renewables,0.254,Australia
2009,Construction,Coal,,Australia
2009,Construction,Gas,3.007,Australia
2009,Construction,Oil,22.043,Australia
2009,Construction,Electricity,7.562,Australia
2009,Construction,Renewables,0,Australia
2009,Road transport,Coal,,Australia
2009,Road transport,Gas,2.158,Australia
2009,Road transport,Oil,1098.397,Australia
2009,Road transport,Electricity,0,Australia
2009,Road transport,Renewables,7.384,Australia
2009,Rail transport,Coal,0,Australia
2009,Rail transport,Gas,0.03,Australia
2009,Rail transport,Oil,34.304,Australia
2009,Rail transport,Electricity,7.834,Australia
2009,Rail transport,Renewables,0.003,Australia
2009,Air transport c,Coal,,Australia
2009,Air transport c,Gas,,Australia
2009,Air transport c,Oil,255.186,Australia
2009,Air transport c,Electricity,,Australia
2009,Air transport c,Renewables,,Australia
2009,Water transport d,Coal,4.13,Australia
2009,Water transport d,Gas,0.1,Australia
2009,Water transport d,Oil,58.62,Australia
2009,Water transport d,Electricity,,Australia
2009,Water transport d,Renewables,,Australia
2009,Other transport,Coal,0.005,Australia
2009,Other transport,Gas,0.653,Australia
2009,Other transport,Oil,4.882,Australia
2009,Other transport,Electricity,5.488,Australia
2009,Other transport,Renewables,0.002,Australia
2009,Total Transport,Coal,4.136,Australia
2009,Total Transport,Gas,2.941,Australia
2009,Total Transport,Oil,1451.388,Australia
2009,Total Transport,Electricity,13.322,Australia
2009,Total Transport,Renewables,7.388,Australia
2009,Commercial and services,Coal,1.459,Australia
2009,Commercial and services,Gas,47.815,Australia
2009,Commercial and services,Oil,26.399,Australia
2009,Commercial and services,Electricity,208.121,Australia
2009,Commercial and services,Renewables,0.648,Australia
2009,Residential,Coal,0.215,Australia
2009,Residential,Gas,144.112,Australia
2009,Residential,Oil,15.852,Australia
2009,Residential,Electricity,218.363,Australia
2009,Residential,Renewables,65.712,Australia
2009,"Lubricants, bitumen, solvents",Coal,,Australia
2009,"Lubricants, bitumen, solvents",Gas,,Australia
2009,"Lubricants, bitumen, solvents",Oil,65,Australia
2009,"Lubricants, bitumen, solvents",Electricity,,Australia
2009,"Lubricants, bitumen, solvents",Renewables,,Australia
2009,Total final consumption,Coal,123.538,Australia
2009,Total final consumption,Gas,587.45,Australia
2009,Total final consumption,Oil,1937.269,Australia
2009,Total final consumption,Electricity,787.573,Australia
2009,Total final consumption,Renewables,183.407,Australia
2010,Agriculture,Coal,,Australia
2010,Agriculture,Gas,0.125,Australia
2010,Agriculture,Oil,88.013,Australia
2010,Agriculture,Electricity,8.04,Australia
2010,Agriculture,Renewables,,Australia
2010,Mining,Coal,5.913,Australia
2010,Mining,Gas,61.713,Australia
2010,Mining,Oil,147.408,Australia
2010,Mining,Electricity,79.033,Australia
2010,Mining,Renewables,0.97,Australia
2010,"Food, beverage, textiles",Coal,14.738,Australia
2010,"Food, beverage, textiles",Gas,37.429,Australia
2010,"Food, beverage, textiles",Oil,6.801,Australia
2010,"Food, beverage, textiles",Electricity,25.254,Australia
2010,"Food, beverage, textiles",Renewables,74.708,Australia
2010,"Wood, paper and printing",Coal,2.923,Australia
2010,"Wood, paper and printing",Gas,16.278,Australia
2010,"Wood, paper and printing",Oil,0.427,Australia
2010,"Wood, paper and printing",Electricity,19.051,Australia
2010,"Wood, paper and printing",Renewables,24.087,Australia
2010,Chemical,Coal,7,Australia
2010,Chemical,Gas,65.88,Australia
2010,Chemical,Oil,72.787,Australia
2010,Chemical,Electricity,15.919,Australia
2010,Chemical,Renewables,2.366,Australia
2010,Iron and steel,Coal,7.725,Australia
2010,Iron and steel,Gas,11.329,Australia
2010,Iron and steel,Oil,0.185,Australia
2010,Iron and steel,Electricity,14.739,Australia
2010,Iron and steel,Renewables,,Australia
2010,Non-ferrous metals,Coal,45.525,Australia
2010,Non-ferrous metals,Gas,123.909,Australia
2010,Non-ferrous metals,Oil,73.613,Australia
2010,Non-ferrous metals,Electricity,138.579,Australia
2010,Non-ferrous metals,Renewables,2.162,Australia
2010,Other industry,Coal,26.603,Australia
2010,Other industry,Gas,75.528,Australia
2010,Other industry,Oil,13.301,Australia
2010,Other industry,Electricity,27.516,Australia
2010,Other industry,Renewables,2.915,Australia
2010,Total Manufacturing,Coal,104.516,Australia
2010,Total Manufacturing,Gas,330.353,Australia
2010,Total Manufacturing,Oil,167.115,Australia
2010,Total Manufacturing,Electricity,241.059,Australia
2010,Total Manufacturing,Renewables,106.238,Australia
2010,Water and waste b,Coal,0,Australia
2010,Water and waste b,Gas,0.992,Australia
2010,Water and waste b,Oil,1.733,Australia
2010,Water and waste b,Electricity,9.56,Australia
2010,Water and waste b,Renewables,0.829,Australia
2010,Construction,Coal,,Australia
2010,Construction,Gas,2.998,Australia
2010,Construction,Oil,22.026,Australia
2010,Construction,Electricity,7.494,Australia
2010,Construction,Renewables,0,Australia
2010,Road transport,Coal,,Australia
2010,Road transport,Gas,2.361,Australia
2010,Road transport,Oil,1126.268,Australia
2010,Road transport,Electricity,0,Australia
2010,Road transport,Renewables,8.731,Australia
2010,Rail transport,Coal,0.005,Australia
2010,Rail transport,Gas,0.028,Australia
2010,Rail transport,Oil,35.417,Australia
2010,Rail transport,Electricity,8.042,Australia
2010,Rail transport,Renewables,0.003,Australia
2010,Air transport c,Coal,,Australia
2010,Air transport c,Gas,,Australia
2010,Air transport c,Oil,262.704,Australia
2010,Air transport c,Electricity,,Australia
2010,Air transport c,Renewables,,Australia
2010,Water transport d,Coal,2.94,Australia
2010,Water transport d,Gas,0.1,Australia
2010,Water transport d,Oil,55.93,Australia
2010,Water transport d,Electricity,,Australia
2010,Water transport d,Renewables,,Australia
2010,Other transport,Coal,0,Australia
2010,Other transport,Gas,0.625,Australia
2010,Other transport,Oil,4.915,Australia
2010,Other transport,Electricity,5.864,Australia
2010,Other transport,Renewables,0.001,Australia
2010,Total Transport,Coal,2.946,Australia
2010,Total Transport,Gas,3.114,Australia
2010,Total Transport,Oil,1485.234,Australia
2010,Total Transport,Electricity,13.905,Australia
2010,Total Transport,Renewables,8.735,Australia
2010,Commercial and services,Coal,1.078,Australia
2010,Commercial and services,Gas,49.747,Australia
2010,Commercial and services,Oil,28.382,Australia
2010,Commercial and services,Electricity,211.357,Australia
2010,Commercial and services,Renewables,0.695,Australia
2010,Residential,Coal,0.141,Australia
2010,Residential,Gas,148.052,Australia
2010,Residential,Oil,16.71,Australia
2010,Residential,Electricity,225.134,Australia
2010,Residential,Renewables,64.059,Australia
2010,"Lubricants, bitumen, solvents",Coal,,Australia
2010,"Lubricants, bitumen, solvents",Gas,,Australia
2010,"Lubricants, bitumen, solvents",Oil,59.718,Australia
2010,"Lubricants, bitumen, solvents",Electricity,,Australia
2010,"Lubricants, bitumen, solvents",Renewables,,Australia
2010,Total final consumption,Coal,114.594,Australia
2010,Total final consumption,Gas,597.094,Australia
2010,Total final consumption,Oil,2016.338,Australia
2010,Total final consumption,Electricity,795.582,Australia
2010,Total final consumption,Renewables,181.526,Australia
2011,Agriculture,Coal,,Australia
2011,Agriculture,Gas,0.573,Australia
2011,Agriculture,Oil,89.261,Australia
2011,Agriculture,Electricity,8.355,Australia
2011,Agriculture,Renewables,,Australia
2011,Mining,Coal,4.855,Australia
2011,Mining,Gas,68.036,Australia
2011,Mining,Oil,183.408,Australia
2011,Mining,Electricity,81.33,Australia
2011,Mining,Renewables,1.26,Australia
2011,"Food, beverage, textiles",Coal,11.218,Australia
2011,"Food, beverage, textiles",Gas,39.662,Australia
2011,"Food, beverage, textiles",Oil,7.42,Australia
2011,"Food, beverage, textiles",Electricity,24.936,Australia
2011,"Food, beverage, textiles",Renewables,75.494,Australia
2011,"Wood, paper and printing",Coal,2.718,Australia
2011,"Wood, paper and printing",Gas,14.331,Australia
2011,"Wood, paper and printing",Oil,0.592,Australia
2011,"Wood, paper and printing",Electricity,17.996,Australia
2011,"Wood, paper and printing",Renewables,22.92,Australia
2011,Chemical,Coal,7.732,Australia
2011,Chemical,Gas,70.583,Australia
2011,Chemical,Oil,81.856,Australia
2011,Chemical,Electricity,15.713,Australia
2011,Chemical,Renewables,2.228,Australia
2011,Iron and steel,Coal,5.212,Australia
2011,Iron and steel,Gas,11.339,Australia
2011,Iron and steel,Oil,0.156,Australia
2011,Iron and steel,Electricity,12.018,Australia
2011,Iron and steel,Renewables,,Australia
2011,Non-ferrous metals,Coal,46.276,Australia
2011,Non-ferrous metals,Gas,134.072,Australia
2011,Non-ferrous metals,Oil,83.488,Australia
2011,Non-ferrous metals,Electricity,138.272,Australia
2011,Non-ferrous metals,Renewables,2.392,Australia
2011,Other industry,Coal,24.766,Australia
2011,Other industry,Gas,66.415,Australia
2011,Other industry,Oil,14.382,Australia
2011,Other industry,Electricity,27.468,Australia
2011,Other industry,Renewables,2.931,Australia
2011,Total Manufacturing,Coal,97.921,Australia
2011,Total Manufacturing,Gas,336.404,Australia
2011,Total Manufacturing,Oil,187.894,Australia
2011,Total Manufacturing,Electricity,236.403,Australia
2011,Total Manufacturing,Renewables,105.965,Australia
2011,Water and waste b,Coal,0,Australia
2011,Water and waste b,Gas,1.168,Australia
2011,Water and waste b,Oil,3.385,Australia
2011,Water and waste b,Electricity,9.769,Australia
2011,Water and waste b,Renewables,1.227,Australia
2011,Construction,Coal,,Australia
2011,Construction,Gas,2.939,Australia
2011,Construction,Oil,21.871,Australia
2011,Construction,Electricity,6.717,Australia
2011,Construction,Renewables,0,Australia
2011,Road transport,Coal,,Australia
2011,Road transport,Gas,2.985,Australia
2011,Road transport,Oil,1132.751,Australia
2011,Road transport,Electricity,0,Australia
2011,Road transport,Renewables,8.539,Australia
2011,Rail transport,Coal,0.004,Australia
2011,Rail transport,Gas,0.031,Australia
2011,Rail transport,Oil,39.138,Australia
2011,Rail transport,Electricity,8.291,Australia
2011,Rail transport,Renewables,0.003,Australia
2011,Air transport c,Coal,,Australia
2011,Air transport c,Gas,,Australia
2011,Air transport c,Oil,272.757,Australia
2011,Air transport c,Electricity,,Australia
2011,Air transport c,Renewables,,Australia
2011,Water transport d,Coal,2.52,Australia
2011,Water transport d,Gas,0.1,Australia
2011,Water transport d,Oil,57.45,Australia
2011,Water transport d,Electricity,,Australia
2011,Water transport d,Renewables,,Australia
2011,Other transport,Coal,0,Australia
2011,Other transport,Gas,0.427,Australia
2011,Other transport,Oil,6.226,Australia
2011,Other transport,Electricity,6.465,Australia
2011,Other transport,Renewables,0.001,Australia
2011,Total Transport,Coal,2.523,Australia
2011,Total Transport,Gas,3.543,Australia
2011,Total Transport,Oil,1508.322,Australia
2011,Total Transport,Electricity,14.757,Australia
2011,Total Transport,Renewables,8.543,Australia
2011,Commercial and services,Coal,1.025,Australia
2011,Commercial and services,Gas,49.528,Australia
2011,Commercial and services,Oil,28.804,Australia
2011,Commercial and services,Electricity,206.614,Australia
2011,Commercial and services,Renewables,0.701,Australia
2011,Residential,Coal,0.095,Australia
2011,Residential,Gas,150.8,Australia
2011,Residential,Oil,16.381,Australia
2011,Residential,Electricity,221.298,Australia
2011,Residential,Renewables,64.777,Australia
2011,"Lubricants, bitumen, solvents",Coal,,Australia
2011,"Lubricants, bitumen, solvents",Gas,,Australia
2011,"Lubricants, bitumen, solvents",Oil,55.09,Australia
2011,"Lubricants, bitumen, solvents",Electricity,,Australia
2011,"Lubricants, bitumen, solvents",Renewables,,Australia
2011,Total final consumption,Coal,106.419,Australia
2011,Total final consumption,Gas,612.99,Australia
2011,Total final consumption,Oil,2094.416,Australia
2011,Total final consumption,Electricity,785.242,Australia
2011,Total final consumption,Renewables,182.473,Australia
2012,Agriculture,Coal,,Australia
2012,Agriculture,Gas,0.877,Australia
2012,Agriculture,Oil,90.436,Australia
2012,Agriculture,Electricity,8.008,Australia
2012,Agriculture,Renewables,,Australia
2012,Mining,Coal,3.345,Australia
2012,Mining,Gas,71.76,Australia
2012,Mining,Oil,216.931,Australia
2012,Mining,Electricity,87.824,Australia
2012,Mining,Renewables,1.711,Australia
2012,"Food, beverage, textiles",Coal,10.379,Australia
2012,"Food, beverage, textiles",Gas,37.673,Australia
2012,"Food, beverage, textiles",Oil,7.191,Australia
2012,"Food, beverage, textiles",Electricity,24.958,Australia
2012,"Food, beverage, textiles",Renewables,89.757,Australia
2012,"Wood, paper and printing",Coal,4.528,Australia
2012,"Wood, paper and printing",Gas,18.866,Australia
2012,"Wood, paper and printing",Oil,2.305,Australia
2012,"Wood, paper and printing",Electricity,17.277,Australia
2012,"Wood, paper and printing",Renewables,27.135,Australia
2012,Chemical,Coal,7.513,Australia
2012,Chemical,Gas,71.49,Australia
2012,Chemical,Oil,69.806,Australia
2012,Chemical,Electricity,15.8,Australia
2012,Chemical,Renewables,0.826,Australia
2012,Iron and steel,Coal,6.1,Australia
2012,Iron and steel,Gas,9.871,Australia
2012,Iron and steel,Oil,0.145,Australia
2012,Iron and steel,Electricity,12.15,Australia
2012,Iron and steel,Renewables,,Australia
2012,Non-ferrous metals,Coal,54.954,Australia
2012,Non-ferrous metals,Gas,145.162,Australia
2012,Non-ferrous metals,Oil,70.54,Australia
2012,Non-ferrous metals,Electricity,132.662,Australia
2012,Non-ferrous metals,Renewables,2.076,Australia
2012,Other industry,Coal,23.319,Australia
2012,Other industry,Gas,64.813,Australia
2012,Other industry,Oil,9.294,Australia
2012,Other industry,Electricity,26.089,Australia
2012,Other industry,Renewables,1.909,Australia
2012,Total Manufacturing,Coal,106.793,Australia
2012,Total Manufacturing,Gas,347.875,Australia
2012,Total Manufacturing,Oil,159.28,Australia
2012,Total Manufacturing,Electricity,228.937,Australia
2012,Total Manufacturing,Renewables,121.702,Australia
2012,Water and waste b,Coal,0,Australia
2012,Water and waste b,Gas,0.558,Australia
2012,Water and waste b,Oil,1.452,Australia
2012,Water and waste b,Electricity,9.47,Australia
2012,Water and waste b,Renewables,1.533,Australia
2012,Construction,Coal,,Australia
2012,Construction,Gas,2.894,Australia
2012,Construction,Oil,21.503,Australia
2012,Construction,Electricity,7.011,Australia
2012,Construction,Renewables,0,Australia
2012,Road transport,Coal,,Australia
2012,Road transport,Gas,3.043,Australia
2012,Road transport,Oil,1145.417,Australia
2012,Road transport,Electricity,0,Australia
2012,Road transport,Renewables,9.187,Australia
2012,Rail transport,Coal,0.002,Australia
2012,Rail transport,Gas,0.032,Australia
2012,Rail transport,Oil,42.102,Australia
2012,Rail transport,Electricity,10.974,Australia
2012,Rail transport,Renewables,0.004,Australia
2012,Air transport c,Coal,,Australia
2012,Air transport c,Gas,,Australia
2012,Air transport c,Oil,288.737,Australia
2012,Air transport c,Electricity,,Australia
2012,Air transport c,Renewables,,Australia
2012,Water transport d,Coal,0,Australia
2012,Water transport d,Gas,0.1,Australia
2012,Water transport d,Oil,49.86,Australia
2012,Water transport d,Electricity,,Australia
2012,Water transport d,Renewables,,Australia
2012,Other transport,Coal,0,Australia
2012,Other transport,Gas,0.425,Australia
2012,Other transport,Oil,6.669,Australia
2012,Other transport,Electricity,6.917,Australia
2012,Other transport,Renewables,0.049,Australia
2012,Total Transport,Coal,0.002,Australia
2012,Total Transport,Gas,3.6,Australia
2012,Total Transport,Oil,1532.784,Australia
2012,Total Transport,Electricity,17.891,Australia
2012,Total Transport,Renewables,9.239,Australia
2012,Commercial and services,Coal,0.978,Australia
2012,Commercial and services,Gas,49.978,Australia
2012,Commercial and services,Oil,30.302,Australia
2012,Commercial and services,Electricity,213.787,Australia
2012,Commercial and services,Renewables,1.04,Australia
2012,Residential,Coal,0.074,Australia
2012,Residential,Gas,154.805,Australia
2012,Residential,Oil,16.741,Australia
2012,Residential,Electricity,217.935,Australia
2012,Residential,Renewables,65.561,Australia
2012,"Lubricants, bitumen, solvents",Coal,,Australia
2012,"Lubricants, bitumen, solvents",Gas,,Australia
2012,"Lubricants, bitumen, solvents",Oil,53.529,Australia
2012,"Lubricants, bitumen, solvents",Electricity,,Australia
2012,"Lubricants, bitumen, solvents",Renewables,,Australia
2012,Total final consumption,Coal,111.191,Australia
2012,Total final consumption,Gas,632.348,Australia
2012,Total final consumption,Oil,2122.958,Australia
2012,Total final consumption,Electricity,790.862,Australia
2012,Total final consumption,Renewables,200.787,Australia
2013,Agriculture,Coal,,Australia
2013,Agriculture,Gas,1.406,Australia
2013,Agriculture,Oil,89.399,Australia
2013,Agriculture,Electricity,8.823,Australia
2013,Agriculture,Renewables,,Australia
2013,Mining,Coal,3.401,Australia
2013,Mining,Gas,83.287,Australia
2013,Mining,Oil,223.921,Australia
2013,Mining,Electricity,93.857,Australia
2013,Mining,Renewables,2.62,Australia
2013,"Food, beverage, textiles",Coal,9.668,Australia
2013,"Food, beverage, textiles",Gas,38.572,Australia
2013,"Food, beverage, textiles",Oil,7.198,Australia
2013,"Food, beverage, textiles",Electricity,24.572,Australia
2013,"Food, beverage, textiles",Renewables,81.419,Australia
2013,"Wood, paper and printing",Coal,3.228,Australia
2013,"Wood, paper and printing",Gas,18.182,Australia
2013,"Wood, paper and printing",Oil,2.469,Australia
2013,"Wood, paper and printing",Electricity,17.469,Australia
2013,"Wood, paper and printing",Renewables,27.938,Australia
2013,Chemical,Coal,6.507,Australia
2013,Chemical,Gas,73.653,Australia
2013,Chemical,Oil,78.541,Australia
2013,Chemical,Electricity,14.953,Australia
2013,Chemical,Renewables,0.767,Australia
2013,Iron and steel,Coal,5.577,Australia
2013,Iron and steel,Gas,8.956,Australia
2013,Iron and steel,Oil,0.256,Australia
2013,Iron and steel,Electricity,11.901,Australia
2013,Iron and steel,Renewables,,Australia
2013,Non-ferrous metals,Coal,59.356,Australia
2013,Non-ferrous metals,Gas,149.11,Australia
2013,Non-ferrous metals,Oil,64.401,Australia
2013,Non-ferrous metals,Electricity,131.582,Australia
2013,Non-ferrous metals,Renewables,1.903,Australia
2013,Other industry,Coal,22.347,Australia
2013,Other industry,Gas,60.115,Australia
2013,Other industry,Oil,9.027,Australia
2013,Other industry,Electricity,25.75,Australia
2013,Other industry,Renewables,2.372,Australia
2013,Total Manufacturing,Coal,106.683,Australia
2013,Total Manufacturing,Gas,348.588,Australia
2013,Total Manufacturing,Oil,161.892,Australia
2013,Total Manufacturing,Electricity,226.227,Australia
2013,Total Manufacturing,Renewables,114.4,Australia
2013,Water and waste b,Coal,0.146,Australia
2013,Water and waste b,Gas,0.73,Australia
2013,Water and waste b,Oil,1.133,Australia
2013,Water and waste b,Electricity,10.672,Australia
2013,Water and waste b,Renewables,1.783,Australia
2013,Construction,Coal,0.042,Australia
2013,Construction,Gas,2.922,Australia
2013,Construction,Oil,21.42,Australia
2013,Construction,Electricity,7.064,Australia
2013,Construction,Renewables,0.005,Australia
2013,Road transport,Coal,,Australia
2013,Road transport,Gas,3.119,Australia
2013,Road transport,Oil,1145.459,Australia
2013,Road transport,Electricity,0,Australia
2013,Road transport,Renewables,8.39,Australia
2013,Rail transport,Coal,0.004,Australia
2013,Rail transport,Gas,0.038,Australia
2013,Rail transport,Oil,43.09,Australia
2013,Rail transport,Electricity,11.136,Australia
2013,Rail transport,Renewables,0.004,Australia
2013,Air transport c,Coal,,Australia
2013,Air transport c,Gas,,Australia
2013,Air transport c,Oil,302.975,Australia
2013,Air transport c,Electricity,,Australia
2013,Air transport c,Renewables,,Australia
2013,Water transport d,Coal,0,Australia
2013,Water transport d,Gas,0.1,Australia
2013,Water transport d,Oil,52.95,Australia
2013,Water transport d,Electricity,,Australia
2013,Water transport d,Renewables,,Australia
2013,Other transport,Coal,0,Australia
2013,Other transport,Gas,0.5,Australia
2013,Other transport,Oil,6.493,Australia
2013,Other transport,Electricity,7.209,Australia
2013,Other transport,Renewables,0.089,Australia
2013,Total Transport,Coal,0.004,Australia
2013,Total Transport,Gas,3.757,Australia
2013,Total Transport,Oil,1550.968,Australia
2013,Total Transport,Electricity,18.344,Australia
2013,Total Transport,Renewables,8.483,Australia
2013,Commercial and services,Coal,1.026,Australia
2013,Commercial and services,Gas,43.26,Australia
2013,Commercial and services,Oil,31.411,Australia
2013,Commercial and services,Electricity,214.543,Australia
2013,Commercial and services,Renewables,1.213,Australia
2013,Residential,Coal,0.017,Australia
2013,Residential,Gas,146.208,Australia
2013,Residential,Oil,16.488,Australia
2013,Residential,Electricity,207.716,Australia
2013,Residential,Renewables,64.629,Australia
2013,"Lubricants, bitumen, solvents",Coal,,Australia
2013,"Lubricants, bitumen, solvents",Gas,,Australia
2013,"Lubricants, bitumen, solvents",Oil,50.867,Australia
2013,"Lubricants, bitumen, solvents",Electricity,,Australia
2013,"Lubricants, bitumen, solvents",Renewables,,Australia
2013,Total final consumption,Coal,111.32,Australia
2013,Total final consumption,Gas,630.158,Australia
2013,Total final consumption,Oil,2147.498,Australia
2013,Total final consumption,Electricity,787.248,Australia
2013,Total final consumption,Renewables,193.133,Australia
2014,Agriculture,Coal,,Australia
2014,Agriculture,Gas,1.328,Australia
2014,Agriculture,Oil,94.735,Australia
2014,Agriculture,Electricity,8.478,Australia
2014,Agriculture,Renewables,,Australia
2014,Mining,Coal,2.522,Australia
2014,Mining,Gas,78.955,Australia
2014,Mining,Oil,210.318,Australia
