year,industry,energy,unit,state
2001,total_pj,1445.7,943,New South Wales
2002,total_pj,1510.475,943,New South Wales
2003,total_pj,1574.793,943,New South Wales
2004,total_pj,1544.916,943,New South Wales
2005,total_pj,1545.985,943,New South Wales
2006,total_pj,1568.894,943,New South Wales
2007,total_pj,1610.708,943,New South Wales
2008,total_pj,1593.538,943,New South Wales
2009,total_pj,1645.288,943,New South Wales
2010,total_pj,1668.025,943,New South Wales
2011,total_pj,1621.305,943,New South Wales
2012,total_pj,1568.427,943,New South Wales
2013,total_pj,1526.538,943,New South Wales
2014,total_pj,1478.836,943,New South Wales
2015,total_pj,1524.256,943,New South Wales
2016,total_pj,1533.049,943,New South Wales
2017,total_pj,1564.673,943,New South Wales
2018,total_pj,1555.625,943,New South Wales
2019,total_pj,1477.818,943,New South Wales
2020,total_pj,1401.642,943,New South Wales
2021,total_pj,1374.387,943,New South Wales
2022,total_pj,1439.191,943,New South Wales
1974,agriculture_pj,8.8,8.5,Victoria
1975,agriculture_pj,8.7,8.5,Victoria
1976,agriculture_pj,8.9,8.5,Victoria
1977,agriculture_pj,9,8.5,Victoria
1978,agriculture_pj,9.7,8.5,Victoria
1979,agriculture_pj,9.7,8.5,Victoria
1980,agriculture_pj,10.3,8.5,Victoria
1981,agriculture_pj,10.1,8.5,Victoria
1982,agriculture_pj,10,8.5,Victoria
1983,agriculture_pj,11,8.5,Victoria
1984,agriculture_pj,10.8,8.5,Victoria
1985,agriculture_pj,10.5,8.5,Victoria
1986,agriculture_pj,10.2,8.5,Victoria
1987,agriculture_pj,9.9,8.5,Victoria
1988,agriculture_pj,10.8,8.5,Victoria
1989,agriculture_pj,10.4,8.5,Victoria
1990,agriculture_pj,10.6,8.5,Victoria
1991,agriculture_pj,10.5,8.5,Victoria
1992,agriculture_pj,10.7,8.5,Victoria
1993,agriculture_pj,10.9,8.5,Victoria
1994,agriculture_pj,11.3,8.5,Victoria
1995,agriculture_pj,10.8,8.5,Victoria
1996,agriculture_pj,11.6,8.5,Victoria
1997,agriculture_pj,12,8.5,Victoria
1998,agriculture_pj,12.6,8.5,Victoria
1999,agriculture_pj,12.7,8.5,Victoria
2000,agriculture_pj,16.9,8.5,Victoria
2001,agriculture_pj,17,8.5,Victoria
2002,agriculture_pj,18.822,8.5,Victoria
2003,agriculture_pj,19.328,8.5,Victoria
2004,agriculture_pj,20.003,8.5,Victoria
2005,agriculture_pj,17.588,8.5,Victoria
2006,agriculture_pj,15.448,8.5,Victoria
2007,agriculture_pj,15.741,8.5,Victoria
2008,agriculture_pj,14.231,8.5,Victoria
2009,agriculture_pj,15.552,8.5,Victoria
2010,agriculture_pj,15.57,8.5,Victoria
2011,agriculture_pj,15.666,8.5,Victoria
2012,agriculture_pj,15.449,8.5,Victoria
2013,agriculture_pj,16.928,8.5,Victoria
2014,agriculture_pj,16.8,8.5,Victoria
2015,agriculture_pj,17.066,8.5,Victoria
2016,agriculture_pj,19.413,8.5,Victoria
2017,agriculture_pj,19.526,8.5,Victoria
2018,agriculture_pj,12.59,8.5,Victoria
2019,agriculture_pj,9.89,8.5,Victoria
2020,agriculture_pj,14.297,8.5,Victoria
2021,agriculture_pj,13.793,8.5,Victoria
2022,agriculture_pj,13.267,8.5,Victoria
1974,mining_pj,19.1,14.9,Victoria
1975,mining_pj,21.2,14.9,Victoria
1976,mining_pj,22.5,14.9,Victoria
1977,mining_pj,21.2,14.9,Victoria
1978,mining_pj,22.2,14.9,Victoria
1979,mining_pj,22.7,14.9,Victoria
1980,mining_pj,20.4,14.9,Victoria
1981,mining_pj,19.9,14.9,Victoria
1982,mining_pj,23.8,14.9,Victoria
1983,mining_pj,27.4,14.9,Victoria
1984,mining_pj,25.1,14.9,Victoria
1985,mining_pj,21.9,14.9,Victoria
1986,mining_pj,22.3,14.9,Victoria
1987,mining_pj,25.4,14.9,Victoria
1988,mining_pj,24.5,14.9,Victoria
1989,mining_pj,25.8,14.9,Victoria
1990,mining_pj,23.8,14.9,Victoria
1991,mining_pj,27.8,14.9,Victoria
1992,mining_pj,26,14.9,Victoria
1993,mining_pj,22.8,14.9,Victoria
1994,mining_pj,24,14.9,Victoria
1995,mining_pj,27.6,14.9,Victoria
1996,mining_pj,28.1,14.9,Victoria
1997,mining_pj,29.5,14.9,Victoria
1998,mining_pj,21.2,14.9,Victoria
1999,mining_pj,26.2,14.9,Victoria
2000,mining_pj,25.8,14.9,Victoria
2001,mining_pj,29.7,14.9,Victoria
2002,mining_pj,20.341,14.9,Victoria
2003,mining_pj,23.283,14.9,Victoria
2004,mining_pj,20.522,14.9,Victoria
2005,mining_pj,22.182,14.9,Victoria
2006,mining_pj,22.621,14.9,Victoria
2007,mining_pj,22.813,14.9,Victoria
2008,mining_pj,28.008,14.9,Victoria
2009,mining_pj,24.519,14.9,Victoria
2010,mining_pj,24.883,14.9,Victoria
2011,mining_pj,27.043,14.9,Victoria
2012,mining_pj,27.015,14.9,Victoria
2013,mining_pj,32.889,14.9,Victoria
2014,mining_pj,30.156,14.9,Victoria
2015,mining_pj,30.639,14.9,Victoria
2016,mining_pj,25.223,14.9,Victoria
2017,mining_pj,25.764,14.9,Victoria
2018,mining_pj,24.375,14.9,Victoria
2019,mining_pj,21.661,14.9,Victoria
2020,mining_pj,20.204,14.9,Victoria
2021,mining_pj,19.928,14.9,Victoria
2022,mining_pj,20.531,14.9,Victoria
1974,manufacturing_pj,167.2,170.6,Victoria
1975,manufacturing_pj,166.1,170.6,Victoria
1976,manufacturing_pj,172.9,170.6,Victoria
1977,manufacturing_pj,182.6,170.6,Victoria
1978,manufacturing_pj,186.3,170.6,Victoria
1979,manufacturing_pj,190.5,170.6,Victoria
1980,manufacturing_pj,193.8,170.6,Victoria
1981,manufacturing_pj,189.6,170.6,Victoria
1982,manufacturing_pj,180.2,170.6,Victoria
1983,manufacturing_pj,185.5,170.6,Victoria
1984,manufacturing_pj,190.1,170.6,Victoria
1985,manufacturing_pj,195.3,170.6,Victoria
1986,manufacturing_pj,202.8,170.6,Victoria
1987,manufacturing_pj,217.8,170.6,Victoria
1988,manufacturing_pj,228.1,170.6,Victoria
1989,manufacturing_pj,226.3,170.6,Victoria
1990,manufacturing_pj,223.9,170.6,Victoria
1991,manufacturing_pj,213.6,170.6,Victoria
1992,manufacturing_pj,221.5,170.6,Victoria
1993,manufacturing_pj,227.2,170.6,Victoria
1994,manufacturing_pj,230.1,170.6,Victoria
1995,manufacturing_pj,228,170.6,Victoria
1996,manufacturing_pj,227.1,170.6,Victoria
1997,manufacturing_pj,238.2,170.6,Victoria
1998,manufacturing_pj,231.6,170.6,Victoria
1999,manufacturing_pj,241.6,170.6,Victoria
2000,manufacturing_pj,223.4,170.6,Victoria
2001,manufacturing_pj,226.1,170.6,Victoria
2002,manufacturing_pj,211.381,170.6,Victoria
2003,manufacturing_pj,211.671,170.6,Victoria
2004,manufacturing_pj,194.247,170.6,Victoria
2005,manufacturing_pj,238.75,170.6,Victoria
2006,manufacturing_pj,248.182,170.6,Victoria
2007,manufacturing_pj,238.863,170.6,Victoria
2008,manufacturing_pj,206.88,170.6,Victoria
2009,manufacturing_pj,213.792,170.6,Victoria
2010,manufacturing_pj,237.09,170.6,Victoria
2011,manufacturing_pj,229.584,170.6,Victoria
2012,manufacturing_pj,253.592,170.6,Victoria
2013,manufacturing_pj,244.886,170.6,Victoria
2014,manufacturing_pj,184.059,170.6,Victoria
2015,manufacturing_pj,226.533,170.6,Victoria
2016,manufacturing_pj,210.798,170.6,Victoria
2017,manufacturing_pj,207.531,170.6,Victoria
2018,manufacturing_pj,185.933,170.6,Victoria
2019,manufacturing_pj,176.857,170.6,Victoria
2020,manufacturing_pj,169.72,170.6,Victoria
2021,manufacturing_pj,172.273,170.6,Victoria
2022,manufacturing_pj,169.058,170.6,Victoria
1974,electricity_generation_pj,200.1,193.4,Victoria
1975,electricity_generation_pj,215.8,193.4,Victoria
1976,electricity_generation_pj,235.6,193.4,Victoria
1977,electricity_generation_pj,234.6,193.4,Victoria
1978,electricity_generation_pj,253.9,193.4,Victoria
1979,electricity_generation_pj,267.7,193.4,Victoria
1980,electricity_generation_pj,281.3,193.4,Victoria
1981,electricity_generation_pj,332.4,193.4,Victoria
1982,electricity_generation_pj,295.1,193.4,Victoria
1983,electricity_generation_pj,288.8,193.4,Victoria
1984,electricity_generation_pj,309.9,193.4,Victoria
1985,electricity_generation_pj,294.6,193.4,Victoria
1986,electricity_generation_pj,325.4,193.4,Victoria
1987,electricity_generation_pj,333.4,193.4,Victoria
1988,electricity_generation_pj,385.7,193.4,Victoria
1989,electricity_generation_pj,377.5,193.4,Victoria
1990,electricity_generation_pj,387.6,193.4,Victoria
1991,electricity_generation_pj,402.8,193.4,Victoria
1992,electricity_generation_pj,382.9,193.4,Victoria
1993,electricity_generation_pj,377,193.4,Victoria
1994,electricity_generation_pj,400,193.4,Victoria
1995,electricity_generation_pj,415.7,193.4,Victoria
1996,electricity_generation_pj,425.9,193.4,Victoria
1997,electricity_generation_pj,485.8,193.4,Victoria
1998,electricity_generation_pj,525.3,193.4,Victoria
1999,electricity_generation_pj,525.4,193.4,Victoria
2000,electricity_generation_pj,530.8,193.4,Victoria
2001,electricity_generation_pj,541.5,193.4,Victoria
2002,electricity_generation_pj,508.385,193.4,Victoria
2003,electricity_generation_pj,524.426,193.4,Victoria
2004,electricity_generation_pj,533.511,193.4,Victoria
2005,electricity_generation_pj,554.752,193.4,Victoria
2006,electricity_generation_pj,539.936,193.4,Victoria
2007,electricity_generation_pj,542.06,193.4,Victoria
2008,electricity_generation_pj,560.405,193.4,Victoria
2009,electricity_generation_pj,548.184,193.4,Victoria
2010,electricity_generation_pj,534.17,193.4,Victoria
2011,electricity_generation_pj,556.951,193.4,Victoria
2012,electricity_generation_pj,494.184,193.4,Victoria
2013,electricity_generation_pj,487.49,193.4,Victoria
2014,electricity_generation_pj,514.194,193.4,Victoria
2015,electricity_generation_pj,496.713,193.4,Victoria
2016,electricity_generation_pj,472.481,193.4,Victoria
2017,electricity_generation_pj,394.32,193.4,Victoria
2018,electricity_generation_pj,373.01,193.4,Victoria
2019,electricity_generation_pj,354.47,193.4,Victoria
2020,electricity_generation_pj,348.648,193.4,Victoria
2021,electricity_generation_pj,341.639,193.4,Victoria
2022,electricity_generation_pj,329.48,193.4,Victoria
1974,construction_pj,7.1,6,Victoria
1975,construction_pj,9.2,6,Victoria
1976,construction_pj,12.8,6,Victoria
1977,construction_pj,12.2,6,Victoria
1978,construction_pj,12.7,6,Victoria
1979,construction_pj,9,6,Victoria
1980,construction_pj,6.5,6,Victoria
1981,construction_pj,6.7,6,Victoria
1982,construction_pj,8,6,Victoria
1983,construction_pj,7.9,6,Victoria
1984,construction_pj,7.6,6,Victoria
1985,construction_pj,7.1,6,Victoria
1986,construction_pj,8.5,6,Victoria
1987,construction_pj,9.4,6,Victoria
1988,construction_pj,9.9,6,Victoria
1989,construction_pj,9.8,6,Victoria
1990,construction_pj,7.9,6,Victoria
1991,construction_pj,7.6,6,Victoria
1992,construction_pj,7.4,6,Victoria
1993,construction_pj,7.1,6,Victoria
1994,construction_pj,6.8,6,Victoria
1995,construction_pj,6.6,6,Victoria
1996,construction_pj,6.4,6,Victoria
1997,construction_pj,7.5,6,Victoria
1998,construction_pj,7.4,6,Victoria
1999,construction_pj,7.3,6,Victoria
2000,construction_pj,7.3,6,Victoria
2001,construction_pj,7.3,6,Victoria
2002,construction_pj,7.291,6,Victoria
2003,construction_pj,7.204,6,Victoria
2004,construction_pj,7.131,6,Victoria
2005,construction_pj,5.785,6,Victoria
2006,construction_pj,5.652,6,Victoria
2007,construction_pj,5.661,6,Victoria
2008,construction_pj,9.974,6,Victoria
2009,construction_pj,9.684,6,Victoria
2010,construction_pj,9.755,6,Victoria
2011,construction_pj,10.107,6,Victoria
2012,construction_pj,9.867,6,Victoria
2013,construction_pj,9.49,6,Victoria
2014,construction_pj,10.431,6,Victoria
2015,construction_pj,11.31,6,Victoria
2016,construction_pj,12.037,6,Victoria
2017,construction_pj,12.752,6,Victoria
2018,construction_pj,13.289,6,Victoria
2019,construction_pj,13.421,6,Victoria
2020,construction_pj,12.951,6,Victoria
2021,construction_pj,12.632,6,Victoria
2022,construction_pj,12.405,6,Victoria
1974,transport_pj,184,181,Victoria
1975,transport_pj,189.1,181,Victoria
1976,transport_pj,198.1,181,Victoria
1977,transport_pj,210.4,181,Victoria
1978,transport_pj,214.5,181,Victoria
1979,transport_pj,213.1,181,Victoria
1980,transport_pj,213.5,181,Victoria
1981,transport_pj,217.5,181,Victoria
1982,transport_pj,214,181,Victoria
1983,transport_pj,218.3,181,Victoria
1984,transport_pj,225.3,181,Victoria
1985,transport_pj,228,181,Victoria
1986,transport_pj,235.9,181,Victoria
1987,transport_pj,246.4,181,Victoria
1988,transport_pj,255.3,181,Victoria
1989,transport_pj,260.2,181,Victoria
1990,transport_pj,248.7,181,Victoria
1991,transport_pj,253.7,181,Victoria
1992,transport_pj,256,181,Victoria
1993,transport_pj,257.8,181,Victoria
1994,transport_pj,267.5,181,Victoria
1995,transport_pj,274.3,181,Victoria
1996,transport_pj,278.4,181,Victoria
1997,transport_pj,283.3,181,Victoria
1998,transport_pj,292.5,181,Victoria
1999,transport_pj,300,181,Victoria
2000,transport_pj,296.2,181,Victoria
2001,transport_pj,310.2,181,Victoria
2002,transport_pj,314.67,181,Victoria
2003,transport_pj,329.773,181,Victoria
2004,transport_pj,332.52,181,Victoria
2005,transport_pj,337.814,181,Victoria
2006,transport_pj,342.521,181,Victoria
2007,transport_pj,338.858,181,Victoria
2008,transport_pj,339.588,181,Victoria
2009,transport_pj,345.461,181,Victoria
2010,transport_pj,352.056,181,Victoria
2011,transport_pj,345.716,181,Victoria
2012,transport_pj,352.768,181,Victoria
2013,transport_pj,363.394,181,Victoria
2014,transport_pj,377.792,181,Victoria
2015,transport_pj,375.561,181,Victoria
2016,transport_pj,382.83,181,Victoria
2017,transport_pj,385.323,181,Victoria
2018,transport_pj,399.094,181,Victoria
2019,transport_pj,355.944,181,Victoria
2020,transport_pj,289.552,181,Victoria
2021,transport_pj,313.943,181,Victoria
2022,transport_pj,364.529,181,Victoria
1974,water_and_waste_b_pj,0.9,0.8,Victoria
1975,water_and_waste_b_pj,1,0.8,Victoria
1976,water_and_waste_b_pj,1,0.8,Victoria
1977,water_and_waste_b_pj,1.1,0.8,Victoria
1978,water_and_waste_b_pj,1.1,0.8,Victoria
1979,water_and_waste_b_pj,1.2,0.8,Victoria
1980,water_and_waste_b_pj,1.2,0.8,Victoria
1981,water_and_waste_b_pj,1.3,0.8,Victoria
1982,water_and_waste_b_pj,1.3,0.8,Victoria
1983,water_and_waste_b_pj,1.3,0.8,Victoria
1984,water_and_waste_b_pj,1.3,0.8,Victoria
1985,water_and_waste_b_pj,1.4,0.8,Victoria
1986,water_and_waste_b_pj,1.4,0.8,Victoria
1987,water_and_waste_b_pj,1.5,0.8,Victoria
1988,water_and_waste_b_pj,1.5,0.8,Victoria
1989,water_and_waste_b_pj,1.6,0.8,Victoria
1990,water_and_waste_b_pj,1.6,0.8,Victoria
1991,water_and_waste_b_pj,1.6,0.8,Victoria
1992,water_and_waste_b_pj,1.7,0.8,Victoria
1993,water_and_waste_b_pj,1.7,0.8,Victoria
1994,water_and_waste_b_pj,1.7,0.8,Victoria
1995,water_and_waste_b_pj,1.8,0.8,Victoria
1996,water_and_waste_b_pj,1.8,0.8,Victoria
1997,water_and_waste_b_pj,1.9,0.8,Victoria
1998,water_and_waste_b_pj,1.9,0.8,Victoria
1999,water_and_waste_b_pj,2,0.8,Victoria
2000,water_and_waste_b_pj,2,0.8,Victoria
2001,water_and_waste_b_pj,2.1,0.8,Victoria
2002,water_and_waste_b_pj,2.186,0.8,Victoria
2003,water_and_waste_b_pj,2.373,0.8,Victoria
2004,water_and_waste_b_pj,2.317,0.8,Victoria
2005,water_and_waste_b_pj,2.525,0.8,Victoria
2006,water_and_waste_b_pj,2.642,0.8,Victoria
2007,water_and_waste_b_pj,2.627,0.8,Victoria
2008,water_and_waste_b_pj,2.469,0.8,Victoria
2009,water_and_waste_b_pj,3.083,0.8,Victoria
2010,water_and_waste_b_pj,2.292,0.8,Victoria
2011,water_and_waste_b_pj,3.387,0.8,Victoria
2012,water_and_waste_b_pj,2.831,0.8,Victoria
2013,water_and_waste_b_pj,3.055,0.8,Victoria
2014,water_and_waste_b_pj,2.362,0.8,Victoria
2015,water_and_waste_b_pj,2.333,0.8,Victoria
2016,water_and_waste_b_pj,2.6,0.8,Victoria
2017,water_and_waste_b_pj,3.002,0.8,Victoria
2018,water_and_waste_b_pj,3.349,0.8,Victoria
2019,water_and_waste_b_pj,4.801,0.8,Victoria
2020,water_and_waste_b_pj,4.819,0.8,Victoria
2021,water_and_waste_b_pj,4.492,0.8,Victoria
2022,water_and_waste_b_pj,2.677,0.8,Victoria
1974,commercial_and_services_c_pj,27.1,25.7,Victoria
1975,commercial_and_services_c_pj,27.7,25.7,Victoria
1976,commercial_and_services_c_pj,28.5,25.7,Victoria
1977,commercial_and_services_c_pj,28.1,25.7,Victoria
1978,commercial_and_services_c_pj,29.8,25.7,Victoria
1979,commercial_and_services_c_pj,30.4,25.7,Victoria
1980,commercial_and_services_c_pj,30.5,25.7,Victoria
1981,commercial_and_services_c_pj,32.1,25.7,Victoria
1982,commercial_and_services_c_pj,32.9,25.7,Victoria
1983,commercial_and_services_c_pj,34,25.7,Victoria
1984,commercial_and_services_c_pj,35.1,25.7,Victoria
1985,commercial_and_services_c_pj,36.7,25.7,Victoria
1986,commercial_and_services_c_pj,38.6,25.7,Victoria
1987,commercial_and_services_c_pj,40.1,25.7,Victoria
1988,commercial_and_services_c_pj,41.6,25.7,Victoria
1989,commercial_and_services_c_pj,44.6,25.7,Victoria
1990,commercial_and_services_c_pj,45.9,25.7,Victoria
1991,commercial_and_services_c_pj,46.9,25.7,Victoria
1992,commercial_and_services_c_pj,48.6,25.7,Victoria
1993,commercial_and_services_c_pj,49.2,25.7,Victoria
1994,commercial_and_services_c_pj,52.7,25.7,Victoria
1995,commercial_and_services_c_pj,54.8,25.7,Victoria
1996,commercial_and_services_c_pj,56.5,25.7,Victoria
1997,commercial_and_services_c_pj,57.7,25.7,Victoria
1998,commercial_and_services_c_pj,57.8,25.7,Victoria
1999,commercial_and_services_c_pj,59.8,25.7,Victoria
2000,commercial_and_services_c_pj,66.2,25.7,Victoria
2001,commercial_and_services_c_pj,67.5,25.7,Victoria
2002,commercial_and_services_c_pj,75.288,25.7,Victoria
2003,commercial_and_services_c_pj,75.059,25.7,Victoria
2004,commercial_and_services_c_pj,75.531,25.7,Victoria
2005,commercial_and_services_c_pj,75.385,25.7,Victoria
2006,commercial_and_services_c_pj,79.537,25.7,Victoria
2007,commercial_and_services_c_pj,80.265,25.7,Victoria
2008,commercial_and_services_c_pj,82.396,25.7,Victoria
2009,commercial_and_services_c_pj,85.84,25.7,Victoria
2010,commercial_and_services_c_pj,89.752,25.7,Victoria
2011,commercial_and_services_c_pj,88.26,25.7,Victoria
2012,commercial_and_services_c_pj,89.801,25.7,Victoria
2013,commercial_and_services_c_pj,76.245,25.7,Victoria
2014,commercial_and_services_c_pj,78.609,25.7,Victoria
2015,commercial_and_services_c_pj,76.812,25.7,Victoria
2016,commercial_and_services_c_pj,77.195,25.7,Victoria
2017,commercial_and_services_c_pj,79.061,25.7,Victoria
2018,commercial_and_services_c_pj,77.23,25.7,Victoria
2019,commercial_and_services_c_pj,72.081,25.7,Victoria
2020,commercial_and_services_c_pj,68.595,25.7,Victoria
2021,commercial_and_services_c_pj,70.693,25.7,Victoria
2022,commercial_and_services_c_pj,75.915,25.7,Victoria
1974,residential_pj,97.1,89.6,Victoria
1975,residential_pj,95,89.6,Victoria
1976,residential_pj,102.1,89.6,Victoria
1977,residential_pj,102.5,89.6,Victoria
1978,residential_pj,105.6,89.6,Victoria
1979,residential_pj,101.9,89.6,Victoria
1980,residential_pj,102.6,89.6,Victoria
1981,residential_pj,108.4,89.6,Victoria
1982,residential_pj,109.2,89.6,Victoria
1983,residential_pj,109.9,89.6,Victoria
1984,residential_pj,110.2,89.6,Victoria
1985,residential_pj,110.8,89.6,Victoria
1986,residential_pj,115.7,89.6,Victoria
1987,residential_pj,111.5,89.6,Victoria
1988,residential_pj,113.7,89.6,Victoria
1989,residential_pj,124.2,89.6,Victoria
1990,residential_pj,124.2,89.6,Victoria
1991,residential_pj,127.5,89.6,Victoria
1992,residential_pj,131.3,89.6,Victoria
1993,residential_pj,127.6,89.6,Victoria
1994,residential_pj,135.2,89.6,Victoria
1995,residential_pj,141.8,89.6,Victoria
1996,residential_pj,143.2,89.6,Victoria
1997,residential_pj,145.9,89.6,Victoria
1998,residential_pj,143.5,89.6,Victoria
1999,residential_pj,145.3,89.6,Victoria
2000,residential_pj,147.7,89.6,Victoria
2001,residential_pj,148.8,89.6,Victoria
2002,residential_pj,151.732,89.6,Victoria
2003,residential_pj,151.452,89.6,Victoria
2004,residential_pj,150.023,89.6,Victoria
2005,residential_pj,154.345,89.6,Victoria
2006,residential_pj,156.549,89.6,Victoria
2007,residential_pj,157.515,89.6,Victoria
2008,residential_pj,159.099,89.6,Victoria
2009,residential_pj,160.79,89.6,Victoria
2010,residential_pj,162.899,89.6,Victoria
2011,residential_pj,161.909,89.6,Victoria
2012,residential_pj,164.269,89.6,Victoria
2013,residential_pj,148.945,89.6,Victoria
2014,residential_pj,168.378,89.6,Victoria
2015,residential_pj,166.925,89.6,Victoria
2016,residential_pj,170.853,89.6,Victoria
2017,residential_pj,167.905,89.6,Victoria
2018,residential_pj,170.769,89.6,Victoria
2019,residential_pj,181.667,89.6,Victoria
2020,residential_pj,182.542,89.6,Victoria
2021,residential_pj,181.527,89.6,Victoria
2022,residential_pj,169.958,89.6,Victoria
1974,other_d_pj,19.6,20.4,Victoria
1975,other_d_pj,19.1,20.4,Victoria
1976,other_d_pj,19.7,20.4,Victoria
1977,other_d_pj,21.5,20.4,Victoria
1978,other_d_pj,21.5,20.4,Victoria
1979,other_d_pj,23.2,20.4,Victoria
1980,other_d_pj,20.6,20.4,Victoria
1981,other_d_pj,21.4,20.4,Victoria
1982,other_d_pj,22,20.4,Victoria
1983,other_d_pj,20.9,20.4,Victoria
1984,other_d_pj,20.7,20.4,Victoria
1985,other_d_pj,20.1,20.4,Victoria
1986,other_d_pj,18.7,20.4,Victoria
1987,other_d_pj,19.1,20.4,Victoria
1988,other_d_pj,19.1,20.4,Victoria
1989,other_d_pj,19.4,20.4,Victoria
1990,other_d_pj,16.7,20.4,Victoria
1991,other_d_pj,16.7,20.4,Victoria
1992,other_d_pj,18.6,20.4,Victoria
1993,other_d_pj,21.2,20.4,Victoria
1994,other_d_pj,22.9,20.4,Victoria
1995,other_d_pj,23.5,20.4,Victoria
1996,other_d_pj,23.7,20.4,Victoria
1997,other_d_pj,24.5,20.4,Victoria
1998,other_d_pj,24.5,20.4,Victoria
1999,other_d_pj,26,20.4,Victoria
2000,other_d_pj,20.9,20.4,Victoria
2001,other_d_pj,21.8,20.4,Victoria
2002,other_d_pj,20.528,20.4,Victoria
2003,other_d_pj,20.334,20.4,Victoria
2004,other_d_pj,20.707,20.4,Victoria
2005,other_d_pj,20.349,20.4,Victoria
2006,other_d_pj,20.771,20.4,Victoria
2007,other_d_pj,21.677,20.4,Victoria
2008,other_d_pj,18.63,20.4,Victoria
2009,other_d_pj,19.833,20.4,Victoria
2010,other_d_pj,20.09,20.4,Victoria
2011,other_d_pj,18.69,20.4,Victoria
2012,other_d_pj,15.525,20.4,Victoria
2013,other_d_pj,11.456,20.4,Victoria
2014,other_d_pj,9.49,20.4,Victoria
2015,other_d_pj,10.9,20.4,Victoria
2016,other_d_pj,11.359,20.4,Victoria
2017,other_d_pj,14.796,20.4,Victoria
2018,other_d_pj,16.629,20.4,Victoria
2019,other_d_pj,16.916,20.4,Victoria
2020,other_d_pj,17.502,20.4,Victoria
2021,other_d_pj,17.211,20.4,Victoria
2022,other_d_pj,14.782,20.4,Victoria
1974,total_pj,731,710.9,Victoria
1975,total_pj,752.8,710.9,Victoria
1976,total_pj,802.1,710.9,Victoria
1977,total_pj,823.1,710.9,Victoria
1978,total_pj,857.3,710.9,Victoria
1979,total_pj,869.4,710.9,Victoria
1980,total_pj,880.8,710.9,Victoria
1981,total_pj,939.4,710.9,Victoria
1982,total_pj,896.5,710.9,Victoria
1983,total_pj,904.9,710.9,Victoria
1984,total_pj,936.2,710.9,Victoria
1985,total_pj,926.4,710.9,Victoria
1986,total_pj,979.5,710.9,Victoria
1987,total_pj,1014.5,710.9,Victoria
1988,total_pj,1090.2,710.9,Victoria
1989,total_pj,1099.8,710.9,Victoria
1990,total_pj,1090.9,710.9,Victoria
1991,total_pj,1108.7,710.9,Victoria
1992,total_pj,1104.7,710.9,Victoria
1993,total_pj,1102.5,710.9,Victoria
1994,total_pj,1152.2,710.9,Victoria
1995,total_pj,1184.9,710.9,Victoria
1996,total_pj,1202.7,710.9,Victoria
1997,total_pj,1286.3,710.9,Victoria
1998,total_pj,1318.3,710.9,Victoria
1999,total_pj,1346.3,710.9,Victoria
2000,total_pj,1337.2,710.9,Victoria
2001,total_pj,1371.9,710.9,Victoria
2002,total_pj,1330.624,710.9,Victoria
2003,total_pj,1364.902,710.9,Victoria
2004,total_pj,1356.513,710.9,Victoria
2005,total_pj,1429.476,710.9,Victoria
2006,total_pj,1433.859,710.9,Victoria
2007,total_pj,1426.079,710.9,Victoria
2008,total_pj,1421.679,710.9,Victoria
2009,total_pj,1426.739,710.9,Victoria
2010,total_pj,1448.557,710.9,Victoria
2011,total_pj,1457.312,710.9,Victoria
2012,total_pj,1425.302,710.9,Victoria
2013,total_pj,1394.779,710.9,Victoria
2014,total_pj,1392.271,710.9,Victoria
2015,total_pj,1414.792,710.9,Victoria
2016,total_pj,1384.789,710.9,Victoria
2017,total_pj,1309.98,710.9,Victoria
2018,total_pj,1276.267,710.9,Victoria
2019,total_pj,1207.708,710.9,Victoria
2020,total_pj,1128.83,710.9,Victoria
2021,total_pj,1148.131,710.9,Victoria
2022,total_pj,1172.601,710.9,Victoria
1974,agriculture_pj,11.3,10.3,Queensland
1975,agriculture_pj,11.5,10.3,Queensland
1976,agriculture_pj,12,10.3,Queensland
1977,agriculture_pj,12.2,10.3,Queensland
1978,agriculture_pj,12.5,10.3,Queensland
1979,agriculture_pj,12.7,10.3,Queensland
1980,agriculture_pj,13.6,10.3,Queensland
1981,agriculture_pj,15.9,10.3,Queensland
1982,agriculture_pj,16.2,10.3,Queensland
1983,agriculture_pj,17.2,10.3,Queensland
1984,agriculture_pj,17.4,10.3,Queensland
1985,agriculture_pj,17.4,10.3,Queensland
1986,agriculture_pj,17.9,10.3,Queensland
1987,agriculture_pj,17.8,10.3,Queensland
1988,agriculture_pj,18.1,10.3,Queensland
1989,agriculture_pj,16.7,10.3,Queensland
1990,agriculture_pj,16.9,10.3,Queensland
1991,agriculture_pj,17.3,10.3,Queensland
1992,agriculture_pj,18.1,10.3,Queensland
1993,agriculture_pj,18.5,10.3,Queensland
1994,agriculture_pj,19,10.3,Queensland
1995,agriculture_pj,19.3,10.3,Queensland
1996,agriculture_pj,19.9,10.3,Queensland
1997,agriculture_pj,20.6,10.3,Queensland
1998,agriculture_pj,21.5,10.3,Queensland
1999,agriculture_pj,22.8,10.3,Queensland
2000,agriculture_pj,15.4,10.3,Queensland
2001,agriculture_pj,15.8,10.3,Queensland
2002,agriculture_pj,19.143,10.3,Queensland
2003,agriculture_pj,19.256,10.3,Queensland
2004,agriculture_pj,20.932,10.3,Queensland
2005,agriculture_pj,22.07,10.3,Queensland
2006,agriculture_pj,22.225,10.3,Queensland
