year,industry,energy,unit,state
1996,mining_pj,3.7,4.4,Tasmania
1997,mining_pj,4,4.4,Tasmania
1998,mining_pj,4.1,4.4,Tasmania
1999,mining_pj,4.1,4.4,Tasmania
2000,mining_pj,5.7,4.4,Tasmania
2001,mining_pj,4.7,4.4,Tasmania
2002,mining_pj,1.807,4.4,Tasmania
2003,mining_pj,2.292,4.4,Tasmania
2004,mining_pj,2.425,4.4,Tasmania
2005,mining_pj,2.524,4.4,Tasmania
2006,mining_pj,2.728,4.4,Tasmania
2007,mining_pj,3.585,4.4,Tasmania
2008,mining_pj,3.117,4.4,Tasmania
2009,mining_pj,3.005,4.4,Tasmania
2010,mining_pj,3.208,4.4,Tasmania
2011,mining_pj,3.576,4.4,Tasmania
2012,mining_pj,3.438,4.4,Tasmania
2013,mining_pj,3.306,4.4,Tasmania
2014,mining_pj,2.934,4.4,Tasmania
2015,mining_pj,2.644,4.4,Tasmania
2016,mining_pj,2.649,4.4,Tasmania
2017,mining_pj,3.156,4.4,Tasmania
2018,mining_pj,3.337,4.4,Tasmania
2019,mining_pj,3.484,4.4,Tasmania
2020,mining_pj,3.56,4.4,Tasmania
2021,mining_pj,3.746,4.4,Tasmania
2022,mining_pj,4.14,4.4,Tasmania
1974,manufacturing_pj,28.9,30.3,Tasmania
1975,manufacturing_pj,27.7,30.3,Tasmania
1976,manufacturing_pj,31.3,30.3,Tasmania
1977,manufacturing_pj,32,30.3,Tasmania
1978,manufacturing_pj,35.1,30.3,Tasmania
1979,manufacturing_pj,37,30.3,Tasmania
1980,manufacturing_pj,35,30.3,Tasmania
1981,manufacturing_pj,36,30.3,Tasmania
1982,manufacturing_pj,34,30.3,Tasmania
1983,manufacturing_pj,33.7,30.3,Tasmania
1984,manufacturing_pj,35.2,30.3,Tasmania
1985,manufacturing_pj,35.2,30.3,Tasmania
1986,manufacturing_pj,34.4,30.3,Tasmania
1987,manufacturing_pj,38.1,30.3,Tasmania
1988,manufacturing_pj,39.3,30.3,Tasmania
1989,manufacturing_pj,39.6,30.3,Tasmania
1990,manufacturing_pj,40.2,30.3,Tasmania
1991,manufacturing_pj,38.2,30.3,Tasmania
1992,manufacturing_pj,37,30.3,Tasmania
1993,manufacturing_pj,38.5,30.3,Tasmania
1994,manufacturing_pj,38,30.3,Tasmania
1995,manufacturing_pj,37.9,30.3,Tasmania
1996,manufacturing_pj,39.7,30.3,Tasmania
1997,manufacturing_pj,40.3,30.3,Tasmania
1998,manufacturing_pj,40.1,30.3,Tasmania
1999,manufacturing_pj,39.8,30.3,Tasmania
2000,manufacturing_pj,35.8,30.3,Tasmania
2001,manufacturing_pj,37.2,30.3,Tasmania
2002,manufacturing_pj,36.917,30.3,Tasmania
2003,manufacturing_pj,37.14,30.3,Tasmania
2004,manufacturing_pj,39.797,30.3,Tasmania
2005,manufacturing_pj,38.533,30.3,Tasmania
2006,manufacturing_pj,40.659,30.3,Tasmania
2007,manufacturing_pj,40.479,30.3,Tasmania
2008,manufacturing_pj,45.217,30.3,Tasmania
2009,manufacturing_pj,44.091,30.3,Tasmania
2010,manufacturing_pj,44.097,30.3,Tasmania
2011,manufacturing_pj,40.754,30.3,Tasmania
2012,manufacturing_pj,45.265,30.3,Tasmania
2013,manufacturing_pj,44.75,30.3,Tasmania
2014,manufacturing_pj,44.676,30.3,Tasmania
2015,manufacturing_pj,42.884,30.3,Tasmania
2016,manufacturing_pj,44.671,30.3,Tasmania
2017,manufacturing_pj,45.797,30.3,Tasmania
2018,manufacturing_pj,43.325,30.3,Tasmania
2019,manufacturing_pj,39.914,30.3,Tasmania
2020,manufacturing_pj,40.445,30.3,Tasmania
2021,manufacturing_pj,42.157,30.3,Tasmania
2022,manufacturing_pj,42.224,30.3,Tasmania
1974,electricity_generation_pj,3.1,2.7,Tasmania
1975,electricity_generation_pj,3.5,2.7,Tasmania
1976,electricity_generation_pj,2.4,2.7,Tasmania
1977,electricity_generation_pj,3.2,2.7,Tasmania
1978,electricity_generation_pj,2.3,2.7,Tasmania
1979,electricity_generation_pj,2.8,2.7,Tasmania
1980,electricity_generation_pj,4,2.7,Tasmania
1981,electricity_generation_pj,5.1,2.7,Tasmania
1982,electricity_generation_pj,5,2.7,Tasmania
1983,electricity_generation_pj,4.9,2.7,Tasmania
1984,electricity_generation_pj,3.9,2.7,Tasmania
1985,electricity_generation_pj,3.1,2.7,Tasmania
1986,electricity_generation_pj,3.1,2.7,Tasmania
1987,electricity_generation_pj,3,2.7,Tasmania
1988,electricity_generation_pj,3.4,2.7,Tasmania
1989,electricity_generation_pj,7.4,2.7,Tasmania
1990,electricity_generation_pj,8.7,2.7,Tasmania
1991,electricity_generation_pj,2.9,2.7,Tasmania
1992,electricity_generation_pj,2.7,2.7,Tasmania
1993,electricity_generation_pj,2.7,2.7,Tasmania
1994,electricity_generation_pj,2.7,2.7,Tasmania
1995,electricity_generation_pj,2.9,2.7,Tasmania
1996,electricity_generation_pj,3,2.7,Tasmania
1997,electricity_generation_pj,3,2.7,Tasmania
1998,electricity_generation_pj,3.3,2.7,Tasmania
1999,electricity_generation_pj,2.2,2.7,Tasmania
2000,electricity_generation_pj,3.8,2.7,Tasmania
2001,electricity_generation_pj,3.8,2.7,Tasmania
2002,electricity_generation_pj,5.162,2.7,Tasmania
2003,electricity_generation_pj,6.064,2.7,Tasmania
2004,electricity_generation_pj,7.099,2.7,Tasmania
2005,electricity_generation_pj,9.773,2.7,Tasmania
2006,electricity_generation_pj,10.238,2.7,Tasmania
2007,electricity_generation_pj,10.86,2.7,Tasmania
2008,electricity_generation_pj,7.316,2.7,Tasmania
2009,electricity_generation_pj,8.475,2.7,Tasmania
2010,electricity_generation_pj,10.777,2.7,Tasmania
2011,electricity_generation_pj,9.686,2.7,Tasmania
2012,electricity_generation_pj,10.423,2.7,Tasmania
2013,electricity_generation_pj,7.121,2.7,Tasmania
2014,electricity_generation_pj,3.71,2.7,Tasmania
2015,electricity_generation_pj,8.134,2.7,Tasmania
2016,electricity_generation_pj,7.825,2.7,Tasmania
2017,electricity_generation_pj,8.38,2.7,Tasmania
2018,electricity_generation_pj,6.399,2.7,Tasmania
2019,electricity_generation_pj,4.268,2.7,Tasmania
2020,electricity_generation_pj,4.178,2.7,Tasmania
2021,electricity_generation_pj,4.462,2.7,Tasmania
2022,electricity_generation_pj,4.566,2.7,Tasmania
1974,construction_pj,0.7,0.7,Tasmania
1975,construction_pj,0.8,0.7,Tasmania
1976,construction_pj,0.8,0.7,Tasmania
1977,construction_pj,0.7,0.7,Tasmania
1978,construction_pj,1.1,0.7,Tasmania
1979,construction_pj,1.4,0.7,Tasmania
1980,construction_pj,1.4,0.7,Tasmania
1981,construction_pj,1.2,0.7,Tasmania
1982,construction_pj,1.1,0.7,Tasmania
1983,construction_pj,1.2,0.7,Tasmania
1984,construction_pj,1.2,0.7,Tasmania
1985,construction_pj,1.5,0.7,Tasmania
1986,construction_pj,1.2,0.7,Tasmania
1987,construction_pj,1.2,0.7,Tasmania
1988,construction_pj,1.4,0.7,Tasmania
1989,construction_pj,1.1,0.7,Tasmania
1990,construction_pj,1.1,0.7,Tasmania
1991,construction_pj,1.1,0.7,Tasmania
1992,construction_pj,1.1,0.7,Tasmania
1993,construction_pj,1,0.7,Tasmania
1994,construction_pj,1,0.7,Tasmania
1995,construction_pj,0.9,0.7,Tasmania
1996,construction_pj,0.9,0.7,Tasmania
1997,construction_pj,0.9,0.7,Tasmania
1998,construction_pj,0.9,0.7,Tasmania
1999,construction_pj,0.8,0.7,Tasmania
2000,construction_pj,0.8,0.7,Tasmania
2001,construction_pj,0.8,0.7,Tasmania
2002,construction_pj,0.744,0.7,Tasmania
2003,construction_pj,1.244,0.7,Tasmania
2004,construction_pj,1.5,0.7,Tasmania
2005,construction_pj,1.47,0.7,Tasmania
2006,construction_pj,1.609,0.7,Tasmania
2007,construction_pj,1.595,0.7,Tasmania
2008,construction_pj,0.483,0.7,Tasmania
2009,construction_pj,0.496,0.7,Tasmania
2010,construction_pj,0.487,0.7,Tasmania
2011,construction_pj,0.415,0.7,Tasmania
2012,construction_pj,0.343,0.7,Tasmania
2013,construction_pj,0.321,0.7,Tasmania
2014,construction_pj,0.358,0.7,Tasmania
2015,construction_pj,0.42,0.7,Tasmania
2016,construction_pj,0.415,0.7,Tasmania
2017,construction_pj,0.436,0.7,Tasmania
2018,construction_pj,0.477,0.7,Tasmania
2019,construction_pj,0.478,0.7,Tasmania
2020,construction_pj,0.447,0.7,Tasmania
2021,construction_pj,0.441,0.7,Tasmania
2022,construction_pj,0.431,0.7,Tasmania
1974,transport_pj,17.9,18,Tasmania
1975,transport_pj,18.8,18,Tasmania
1976,transport_pj,20.1,18,Tasmania
1977,transport_pj,20,18,Tasmania
1978,transport_pj,20.7,18,Tasmania
1979,transport_pj,21.3,18,Tasmania
1980,transport_pj,20.9,18,Tasmania
1981,transport_pj,20.2,18,Tasmania
1982,transport_pj,19.7,18,Tasmania
1983,transport_pj,20.8,18,Tasmania
1984,transport_pj,21.2,18,Tasmania
1985,transport_pj,22.5,18,Tasmania
1986,transport_pj,22.1,18,Tasmania
1987,transport_pj,22.2,18,Tasmania
1988,transport_pj,22.8,18,Tasmania
1989,transport_pj,23,18,Tasmania
1990,transport_pj,22.8,18,Tasmania
1991,transport_pj,22.2,18,Tasmania
1992,transport_pj,23.5,18,Tasmania
1993,transport_pj,23.8,18,Tasmania
1994,transport_pj,24.1,18,Tasmania
1995,transport_pj,23.8,18,Tasmania
1996,transport_pj,24.1,18,Tasmania
1997,transport_pj,24.1,18,Tasmania
1998,transport_pj,24,18,Tasmania
1999,transport_pj,23.9,18,Tasmania
2000,transport_pj,23,18,Tasmania
2001,transport_pj,24,18,Tasmania
2002,transport_pj,27.256,18,Tasmania
2003,transport_pj,28.456,18,Tasmania
2004,transport_pj,29.311,18,Tasmania
2005,transport_pj,31.4,18,Tasmania
2006,transport_pj,30.126,18,Tasmania
2007,transport_pj,30.934,18,Tasmania
2008,transport_pj,29.71,18,Tasmania
2009,transport_pj,29.883,18,Tasmania
2010,transport_pj,27.94,18,Tasmania
2011,transport_pj,25.664,18,Tasmania
2012,transport_pj,25.59,18,Tasmania
2013,transport_pj,24.897,18,Tasmania
2014,transport_pj,25.084,18,Tasmania
2015,transport_pj,25.153,18,Tasmania
2016,transport_pj,24.365,18,Tasmania
2017,transport_pj,24.719,18,Tasmania
2018,transport_pj,26.377,18,Tasmania
2019,transport_pj,24.352,18,Tasmania
2020,transport_pj,26.007,18,Tasmania
2021,transport_pj,26.043,18,Tasmania
2022,transport_pj,25.411,18,Tasmania
1974,water_and_waste_b_pj,0.1,0.1,Tasmania
1975,water_and_waste_b_pj,0.1,0.1,Tasmania
1976,water_and_waste_b_pj,0.1,0.1,Tasmania
1977,water_and_waste_b_pj,0.1,0.1,Tasmania
1978,water_and_waste_b_pj,0.1,0.1,Tasmania
1979,water_and_waste_b_pj,0.1,0.1,Tasmania
1980,water_and_waste_b_pj,0.1,0.1,Tasmania
1981,water_and_waste_b_pj,0.1,0.1,Tasmania
1982,water_and_waste_b_pj,0.1,0.1,Tasmania
1983,water_and_waste_b_pj,0.1,0.1,Tasmania
1984,water_and_waste_b_pj,0.1,0.1,Tasmania
1985,water_and_waste_b_pj,0.1,0.1,Tasmania
1986,water_and_waste_b_pj,0.1,0.1,Tasmania
1987,water_and_waste_b_pj,0.1,0.1,Tasmania
1988,water_and_waste_b_pj,0.1,0.1,Tasmania
1989,water_and_waste_b_pj,0.1,0.1,Tasmania
1990,water_and_waste_b_pj,0.1,0.1,Tasmania
1991,water_and_waste_b_pj,0.1,0.1,Tasmania
1992,water_and_waste_b_pj,0.1,0.1,Tasmania
1993,water_and_waste_b_pj,0.1,0.1,Tasmania
1994,water_and_waste_b_pj,0.1,0.1,Tasmania
1995,water_and_waste_b_pj,0.1,0.1,Tasmania
1996,water_and_waste_b_pj,0.1,0.1,Tasmania
1997,water_and_waste_b_pj,0.1,0.1,Tasmania
1998,water_and_waste_b_pj,0.1,0.1,Tasmania
1999,water_and_waste_b_pj,0.1,0.1,Tasmania
2000,water_and_waste_b_pj,0.1,0.1,Tasmania
2001,water_and_waste_b_pj,0.1,0.1,Tasmania
2002,water_and_waste_b_pj,0.089,0.1,Tasmania
2003,water_and_waste_b_pj,0.096,0.1,Tasmania
2004,water_and_waste_b_pj,0.092,0.1,Tasmania
2005,water_and_waste_b_pj,0.1,0.1,Tasmania
2006,water_and_waste_b_pj,0.105,0.1,Tasmania
2007,water_and_waste_b_pj,0.108,0.1,Tasmania
2008,water_and_waste_b_pj,0.139,0.1,Tasmania
2009,water_and_waste_b_pj,0.069,0.1,Tasmania
2010,water_and_waste_b_pj,0.217,0.1,Tasmania
2011,water_and_waste_b_pj,0.236,0.1,Tasmania
2012,water_and_waste_b_pj,0.061,0.1,Tasmania
2013,water_and_waste_b_pj,0.274,0.1,Tasmania
2014,water_and_waste_b_pj,0.278,0.1,Tasmania
2015,water_and_waste_b_pj,0.275,0.1,Tasmania
2016,water_and_waste_b_pj,0.302,0.1,Tasmania
2017,water_and_waste_b_pj,0.304,0.1,Tasmania
2018,water_and_waste_b_pj,0.348,0.1,Tasmania
2019,water_and_waste_b_pj,0.39,0.1,Tasmania
2020,water_and_waste_b_pj,0.348,0.1,Tasmania
2021,water_and_waste_b_pj,0.378,0.1,Tasmania
2022,water_and_waste_b_pj,0.41,0.1,Tasmania
1974,commercial_and_services_c_pj,3.1,3,Tasmania
1975,commercial_and_services_c_pj,3.1,3,Tasmania
1976,commercial_and_services_c_pj,3.4,3,Tasmania
1977,commercial_and_services_c_pj,3.5,3,Tasmania
1978,commercial_and_services_c_pj,3.6,3,Tasmania
1979,commercial_and_services_c_pj,3.7,3,Tasmania
1980,commercial_and_services_c_pj,3.8,3,Tasmania
1981,commercial_and_services_c_pj,4,3,Tasmania
1982,commercial_and_services_c_pj,3.9,3,Tasmania
1983,commercial_and_services_c_pj,3.9,3,Tasmania
1984,commercial_and_services_c_pj,3.9,3,Tasmania
1985,commercial_and_services_c_pj,4.1,3,Tasmania
1986,commercial_and_services_c_pj,4.1,3,Tasmania
1987,commercial_and_services_c_pj,4.2,3,Tasmania
1988,commercial_and_services_c_pj,4.2,3,Tasmania
1989,commercial_and_services_c_pj,4.3,3,Tasmania
1990,commercial_and_services_c_pj,4.3,3,Tasmania
1991,commercial_and_services_c_pj,4.4,3,Tasmania
1992,commercial_and_services_c_pj,4.4,3,Tasmania
1993,commercial_and_services_c_pj,4.4,3,Tasmania
1994,commercial_and_services_c_pj,5,3,Tasmania
1995,commercial_and_services_c_pj,5.5,3,Tasmania
1996,commercial_and_services_c_pj,5.6,3,Tasmania
1997,commercial_and_services_c_pj,5.7,3,Tasmania
1998,commercial_and_services_c_pj,5.7,3,Tasmania
1999,commercial_and_services_c_pj,5.9,3,Tasmania
2000,commercial_and_services_c_pj,6.4,3,Tasmania
2001,commercial_and_services_c_pj,6.5,3,Tasmania
2002,commercial_and_services_c_pj,7.53,3,Tasmania
2003,commercial_and_services_c_pj,7.868,3,Tasmania
2004,commercial_and_services_c_pj,7.004,3,Tasmania
2005,commercial_and_services_c_pj,7.749,3,Tasmania
2006,commercial_and_services_c_pj,8.194,3,Tasmania
2007,commercial_and_services_c_pj,8.266,3,Tasmania
2008,commercial_and_services_c_pj,8.227,3,Tasmania
2009,commercial_and_services_c_pj,8.231,3,Tasmania
2010,commercial_and_services_c_pj,8.586,3,Tasmania
2011,commercial_and_services_c_pj,8.235,3,Tasmania
2012,commercial_and_services_c_pj,8.41,3,Tasmania
2013,commercial_and_services_c_pj,8.479,3,Tasmania
2014,commercial_and_services_c_pj,9.987,3,Tasmania
2015,commercial_and_services_c_pj,10.12,3,Tasmania
2016,commercial_and_services_c_pj,9.806,3,Tasmania
2017,commercial_and_services_c_pj,9.924,3,Tasmania
2018,commercial_and_services_c_pj,9.584,3,Tasmania
2019,commercial_and_services_c_pj,9.209,3,Tasmania
2020,commercial_and_services_c_pj,8.82,3,Tasmania
2021,commercial_and_services_c_pj,9.062,3,Tasmania
2022,commercial_and_services_c_pj,9.179,3,Tasmania
1974,residential_pj,11.5,10.9,Tasmania
1975,residential_pj,11.6,10.9,Tasmania
1976,residential_pj,12.2,10.9,Tasmania
1977,residential_pj,12.1,10.9,Tasmania
1978,residential_pj,12.1,10.9,Tasmania
1979,residential_pj,11.4,10.9,Tasmania
1980,residential_pj,11.1,10.9,Tasmania
1981,residential_pj,11.4,10.9,Tasmania
1982,residential_pj,11.5,10.9,Tasmania
1983,residential_pj,11.9,10.9,Tasmania
1984,residential_pj,12.4,10.9,Tasmania
1985,residential_pj,12.9,10.9,Tasmania
1986,residential_pj,13.4,10.9,Tasmania
1987,residential_pj,13.4,10.9,Tasmania
1988,residential_pj,13.6,10.9,Tasmania
1989,residential_pj,13.6,10.9,Tasmania
1990,residential_pj,13.7,10.9,Tasmania
1991,residential_pj,13.7,10.9,Tasmania
1992,residential_pj,14.1,10.9,Tasmania
1993,residential_pj,14.1,10.9,Tasmania
1994,residential_pj,14,10.9,Tasmania
1995,residential_pj,14.1,10.9,Tasmania
1996,residential_pj,14.2,10.9,Tasmania
1997,residential_pj,14,10.9,Tasmania
1998,residential_pj,13.7,10.9,Tasmania
1999,residential_pj,13.9,10.9,Tasmania
2000,residential_pj,13.7,10.9,Tasmania
2001,residential_pj,15.8,10.9,Tasmania
2002,residential_pj,14.815,10.9,Tasmania
2003,residential_pj,15.122,10.9,Tasmania
2004,residential_pj,14.969,10.9,Tasmania
2005,residential_pj,14.862,10.9,Tasmania
2006,residential_pj,14.689,10.9,Tasmania
2007,residential_pj,14.786,10.9,Tasmania
2008,residential_pj,14.711,10.9,Tasmania
2009,residential_pj,14.868,10.9,Tasmania
2010,residential_pj,14.542,10.9,Tasmania
2011,residential_pj,14.45,10.9,Tasmania
2012,residential_pj,14.452,10.9,Tasmania
2013,residential_pj,14.296,10.9,Tasmania
2014,residential_pj,12.717,10.9,Tasmania
2015,residential_pj,13.025,10.9,Tasmania
2016,residential_pj,13.173,10.9,Tasmania
2017,residential_pj,13.35,10.9,Tasmania
2018,residential_pj,13.307,10.9,Tasmania
2019,residential_pj,13.716,10.9,Tasmania
2020,residential_pj,13.82,10.9,Tasmania
2021,residential_pj,14.001,10.9,Tasmania
2022,residential_pj,14.071,10.9,Tasmania
1974,other_d_pj,0.9,1.1,Tasmania
1975,other_d_pj,1.1,1.1,Tasmania
1976,other_d_pj,1.2,1.1,Tasmania
1977,other_d_pj,1.1,1.1,Tasmania
1978,other_d_pj,1.4,1.1,Tasmania
1979,other_d_pj,1.2,1.1,Tasmania
1980,other_d_pj,1.2,1.1,Tasmania
1981,other_d_pj,1.1,1.1,Tasmania
1982,other_d_pj,1.2,1.1,Tasmania
1983,other_d_pj,1.3,1.1,Tasmania
1984,other_d_pj,1.4,1.1,Tasmania
1985,other_d_pj,1.1,1.1,Tasmania
1986,other_d_pj,1.2,1.1,Tasmania
1987,other_d_pj,1.1,1.1,Tasmania
1988,other_d_pj,0.9,1.1,Tasmania
1989,other_d_pj,1.1,1.1,Tasmania
1990,other_d_pj,1.1,1.1,Tasmania
1991,other_d_pj,1.1,1.1,Tasmania
1992,other_d_pj,1.6,1.1,Tasmania
1993,other_d_pj,1.4,1.1,Tasmania
1994,other_d_pj,1.5,1.1,Tasmania
1995,other_d_pj,1.5,1.1,Tasmania
1996,other_d_pj,1.4,1.1,Tasmania
1997,other_d_pj,1.4,1.1,Tasmania
1998,other_d_pj,1.4,1.1,Tasmania
1999,other_d_pj,2.7,1.1,Tasmania
2000,other_d_pj,1.7,1.1,Tasmania
2001,other_d_pj,1.6,1.1,Tasmania
2002,other_d_pj,1.569,1.1,Tasmania
2003,other_d_pj,1.511,1.1,Tasmania
2004,other_d_pj,1.629,1.1,Tasmania
2005,other_d_pj,1.57,1.1,Tasmania
2006,other_d_pj,1.408,1.1,Tasmania
2007,other_d_pj,1.331,1.1,Tasmania
2008,other_d_pj,1.173,1.1,Tasmania
2009,other_d_pj,0.93,1.1,Tasmania
2010,other_d_pj,0.944,1.1,Tasmania
2011,other_d_pj,0.92,1.1,Tasmania
2012,other_d_pj,0.871,1.1,Tasmania
2013,other_d_pj,0.786,1.1,Tasmania
2014,other_d_pj,0.831,1.1,Tasmania
2015,other_d_pj,0.207,1.1,Tasmania
2016,other_d_pj,0.285,1.1,Tasmania
2017,other_d_pj,0.447,1.1,Tasmania
2018,other_d_pj,0.66,1.1,Tasmania
2019,other_d_pj,0.798,1.1,Tasmania
2020,other_d_pj,0.672,1.1,Tasmania
2021,other_d_pj,0.578,1.1,Tasmania
2022,other_d_pj,0.561,1.1,Tasmania
1974,total_pj,71.3,71.9,Tasmania
1975,total_pj,71.9,71.9,Tasmania
1976,total_pj,77,71.9,Tasmania
1977,total_pj,78.4,71.9,Tasmania
1978,total_pj,82,71.9,Tasmania
1979,total_pj,84.6,71.9,Tasmania
1980,total_pj,83.3,71.9,Tasmania
1981,total_pj,84.5,71.9,Tasmania
1982,total_pj,82.3,71.9,Tasmania
1983,total_pj,83.3,71.9,Tasmania
1984,total_pj,85,71.9,Tasmania
1985,total_pj,86.4,71.9,Tasmania
1986,total_pj,85.4,71.9,Tasmania
1987,total_pj,89.5,71.9,Tasmania
1988,total_pj,92,71.9,Tasmania
1989,total_pj,96.6,71.9,Tasmania
1990,total_pj,97.6,71.9,Tasmania
1991,total_pj,89.3,71.9,Tasmania
1992,total_pj,90.1,71.9,Tasmania
1993,total_pj,92,71.9,Tasmania
1994,total_pj,92.4,71.9,Tasmania
1995,total_pj,93,71.9,Tasmania
1996,total_pj,94.8,71.9,Tasmania
1997,total_pj,95.8,71.9,Tasmania
1998,total_pj,95.7,71.9,Tasmania
1999,total_pj,95.8,71.9,Tasmania
2000,total_pj,93.6,71.9,Tasmania
2001,total_pj,97.2,71.9,Tasmania
2002,total_pj,99.5,71.9,Tasmania
2003,total_pj,103.4,71.9,Tasmania
2004,total_pj,107.395,71.9,Tasmania
2005,total_pj,111.574,71.9,Tasmania
2006,total_pj,113.322,71.9,Tasmania
2007,total_pj,115.507,71.9,Tasmania
2008,total_pj,113.795,71.9,Tasmania
2009,total_pj,113.744,71.9,Tasmania
2010,total_pj,113.825,71.9,Tasmania
2011,total_pj,106.97,71.9,Tasmania
2012,total_pj,112.322,71.9,Tasmania
2013,total_pj,108.002,71.9,Tasmania
2014,total_pj,104.927,71.9,Tasmania
2015,total_pj,107.059,71.9,Tasmania
2016,total_pj,107.463,71.9,Tasmania
2017,total_pj,110.54,71.9,Tasmania
2018,total_pj,108.161,71.9,Tasmania
2019,total_pj,100.079,71.9,Tasmania
2020,total_pj,103.108,71.9,Tasmania
2021,total_pj,105.375,71.9,Tasmania
2022,total_pj,105.451,71.9,Tasmania
1974,agriculture_pj,0.6,0.4,Northern Territory
1975,agriculture_pj,0.4,0.4,Northern Territory
1976,agriculture_pj,0.4,0.4,Northern Territory
1977,agriculture_pj,0.4,0.4,Northern Territory
1978,agriculture_pj,0.7,0.4,Northern Territory
1979,agriculture_pj,0.7,0.4,Northern Territory
1980,agriculture_pj,0.8,0.4,Northern Territory
1981,agriculture_pj,0.8,0.4,Northern Territory
1982,agriculture_pj,0.8,0.4,Northern Territory
1983,agriculture_pj,0.9,0.4,Northern Territory
1984,agriculture_pj,0.7,0.4,Northern Territory
1985,agriculture_pj,0.7,0.4,Northern Territory
1986,agriculture_pj,0.7,0.4,Northern Territory
1987,agriculture_pj,0.7,0.4,Northern Territory
1988,agriculture_pj,0.9,0.4,Northern Territory
1989,agriculture_pj,1.2,0.4,Northern Territory
1990,agriculture_pj,1,0.4,Northern Territory
1991,agriculture_pj,0.9,0.4,Northern Territory
1992,agriculture_pj,0.9,0.4,Northern Territory
1993,agriculture_pj,0.9,0.4,Northern Territory
1994,agriculture_pj,0.9,0.4,Northern Territory
1995,agriculture_pj,0.9,0.4,Northern Territory
1996,agriculture_pj,1,0.4,Northern Territory
1997,agriculture_pj,1.1,0.4,Northern Territory
1998,agriculture_pj,1.3,0.4,Northern Territory
1999,agriculture_pj,1.4,0.4,Northern Territory
2000,agriculture_pj,1.4,0.4,Northern Territory
2001,agriculture_pj,1.5,0.4,Northern Territory
2002,agriculture_pj,1.266,0.4,Northern Territory
2003,agriculture_pj,1.383,0.4,Northern Territory
2004,agriculture_pj,1.371,0.4,Northern Territory
2005,agriculture_pj,1.127,0.4,Northern Territory
2006,agriculture_pj,1.097,0.4,Northern Territory
2007,agriculture_pj,1.1,0.4,Northern Territory
2008,agriculture_pj,1.261,0.4,Northern Territory
2009,agriculture_pj,1.263,0.4,Northern Territory
2010,agriculture_pj,1.26,0.4,Northern Territory
2011,agriculture_pj,1.263,0.4,Northern Territory
2012,agriculture_pj,1.28,0.4,Northern Territory
2013,agriculture_pj,1.172,0.4,Northern Territory
2014,agriculture_pj,1.21,0.4,Northern Territory
2015,agriculture_pj,1.251,0.4,Northern Territory
2016,agriculture_pj,1.67,0.4,Northern Territory
2017,agriculture_pj,1.674,0.4,Northern Territory
2018,agriculture_pj,1.853,0.4,Northern Territory
2019,agriculture_pj,1.872,0.4,Northern Territory
2020,agriculture_pj,2.266,0.4,Northern Territory
2021,agriculture_pj,1.744,0.4,Northern Territory
2022,agriculture_pj,0.728,0.4,Northern Territory
1974,mining_pj,0.9,0.4,Northern Territory
1975,mining_pj,0.8,0.4,Northern Territory
1976,mining_pj,0.7,0.4,Northern Territory
1977,mining_pj,0.7,0.4,Northern Territory
1978,mining_pj,0.7,0.4,Northern Territory
1979,mining_pj,1,0.4,Northern Territory
1980,mining_pj,1.2,0.4,Northern Territory
1981,mining_pj,1,0.4,Northern Territory
1982,mining_pj,1,0.4,Northern Territory
1983,mining_pj,1,0.4,Northern Territory
1984,mining_pj,1.6,0.4,Northern Territory
1985,mining_pj,1.5,0.4,Northern Territory
1986,mining_pj,1.8,0.4,Northern Territory
1987,mining_pj,1.9,0.4,Northern Territory
1988,mining_pj,2.2,0.4,Northern Territory
1989,mining_pj,2.6,0.4,Northern Territory
1990,mining_pj,2.6,0.4,Northern Territory
1991,mining_pj,2.3,0.4,Northern Territory
1992,mining_pj,2.3,0.4,Northern Territory
1993,mining_pj,2.3,0.4,Northern Territory
1994,mining_pj,2.3,0.4,Northern Territory
1995,mining_pj,3.2,0.4,Northern Territory
1996,mining_pj,3.6,0.4,Northern Territory
1997,mining_pj,4.3,0.4,Northern Territory
1998,mining_pj,3.8,0.4,Northern Territory
1999,mining_pj,3.9,0.4,Northern Territory
2000,mining_pj,3,0.4,Northern Territory
2001,mining_pj,3.4,0.4,Northern Territory
2002,mining_pj,1.541,0.4,Northern Territory
2003,mining_pj,3.429,0.4,Northern Territory
2004,mining_pj,5.751,0.4,Northern Territory
2005,mining_pj,16.492,0.4,Northern Territory
2006,mining_pj,26.478,0.4,Northern Territory
2007,mining_pj,24.496,0.4,Northern Territory
2008,mining_pj,25.075,0.4,Northern Territory
2009,mining_pj,20.024,0.4,Northern Territory
2010,mining_pj,23.405,0.4,Northern Territory
2011,mining_pj,21.464,0.4,Northern Territory
2012,mining_pj,26.012,0.4,Northern Territory
2013,mining_pj,26.144,0.4,Northern Territory
2014,mining_pj,24.955,0.4,Northern Territory
2015,mining_pj,26.866,0.4,Northern Territory
2016,mining_pj,24.906,0.4,Northern Territory
2017,mining_pj,27.987,0.4,Northern Territory
2018,mining_pj,59.098,0.4,Northern Territory
2019,mining_pj,78.182,0.4,Northern Territory
2020,mining_pj,76.547,0.4,Northern Territory
2021,mining_pj,78.481,0.4,Northern Territory
2022,mining_pj,62.97,0.4,Northern Territory
1974,manufacturing_pj,15.1,14.3,Northern Territory
1975,manufacturing_pj,15.3,14.3,Northern Territory
